,nombre_col,codigo_postal,prom_valor_unitario_suelo,latitud,longitud,alcaldia,estado
122,LA PURISIMA TICOMAN (BARR),7708,2405.112638,19.5145849,-99.13821116,Gustavo A. Madero,CDMX
123,LINDAVISTA I,7730,4111.150493,19.49066591,-99.13254702,Gustavo A. Madero,CDMX
124,LINDAVISTA II,7300,3837.78443,19.49744764,-99.12932302,Gustavo A. Madero,CDMX
125,LINDAVISTA VALLEJO (U HAB),7790,4355.576026,19.4964389,-99.15016824,Gustavo A. Madero,CDMX
126,LOMA DE LA PALMA,7160,635.5297129,19.55471335,-99.14065321,Gustavo A. Madero,CDMX
127,LOMAS DE CUAUTEPEC,7270,647.6911059,19.56899814,-99.13534575,Gustavo A. Madero,CDMX
128,LOS OLIVOS (U HAB),7950,2252.96,19.47302319,-99.08167239,Gustavo A. Madero,CDMX
129,LUIS DONALDO COLOSIO,7164,845.1493137,19.56137735,-99.1451681,Gustavo A. Madero,CDMX
130,MAGDALENA DE LAS SALINAS,7780,3005.065162,19.48217705,-99.14051472,Gustavo A. Madero,CDMX
131,MALACATES,7201,836.7047838,19.57379866,-99.13299919,Gustavo A. Madero,CDMX
132,MALACATES (AMPL),7170,581.8569497,19.57685433,-99.13079616,Gustavo A. Madero,CDMX
133,MALVINAS MEXICANAS,7920,2048.54,19.47019681,-99.06362259,Gustavo A. Madero,CDMX
134,MARTIN CARRERA I,7300,2425.71,19.48694474,-99.10817158,Gustavo A. Madero,CDMX
135,MARTIN CARRERA II,7090,2371.049458,19.4896674,-99.10647831,Gustavo A. Madero,CDMX
136,MARTIRES DE RIO BLANCO,7890,1981.83,19.45996458,-99.11370562,Gustavo A. Madero,CDMX
137,MARTIRES DE RIO BLANCO (AMPL),7880,1981.83,19.46194113,-99.10638179,Gustavo A. Madero,CDMX
138,MAXIMINO AVILA CAMACHO,7770,2781.811835,19.47825609,-99.13734306,Gustavo A. Madero,CDMX
139,NARCISO BASSOLS (U HAB),7990,2233.44,19.45641109,-99.05676982,Gustavo A. Madero,CDMX
140,NUEVA ATZACOALCO I,7820,1803.02,19.50332196,-99.08279211,Gustavo A. Madero,CDMX
141,NUEVA ATZACOALCO II,7920,1803.02,19.49936883,-99.08581731,Gustavo A. Madero,CDMX
142,NUEVA ATZACOALCO III,7440,1803.02,19.49344919,-99.08878702,Gustavo A. Madero,CDMX
143,NUEVA INDUSTRIAL VALLEJO (FRACC),7729,4481.330051,19.50813387,-99.15310621,Gustavo A. Madero,CDMX
144,NUEVA TENOCHTITLAN,7980,1982.188636,19.45656977,-99.1038436,Gustavo A. Madero,CDMX
145,NUEVA VALLEJO,7870,2860.343923,19.48861358,-99.14878633,Gustavo A. Madero,CDMX
146,PALMATITLA,7210,716.6828314,19.55181965,-99.13227939,Gustavo A. Madero,CDMX
147,PANAMERICANA,7770,2787.269155,19.47952755,-99.14344433,Gustavo A. Madero,CDMX
148,PANAMERICANA (AMPL),7780,2903.04014,19.47718949,-99.14133082,Gustavo A. Madero,CDMX
149,PARQUE METROPOLITANO,7210,660.7663636,19.56808445,-99.1314605,Gustavo A. Madero,CDMX
150,PEMEX LINDAVISTA (U HAB),7320,2747.95,19.50640145,-99.13399049,Gustavo A. Madero,CDMX
151,PLANETARIO LINDAVISTA,7739,3318.85,19.49559759,-99.14156683,Gustavo A. Madero,CDMX
152,PLAZA ORIENTE (RDCIAL),7456,2530.28,19.48490154,-99.09232359,Gustavo A. Madero,CDMX
153,PRADOS DE CUAUTEPEC,7164,635.32,19.56132356,-99.14196754,Gustavo A. Madero,CDMX
154,PROGRESO NACIONAL (AMPL),7650,2190.882659,19.51615176,-99.16007963,Gustavo A. Madero,CDMX
155,PROGRESO NACIONAL I,7670,2190.49,19.52056491,-99.16130346,Gustavo A. Madero,CDMX
156,PROGRESO NACIONAL II,7670,2220.876866,19.51811547,-99.15370891,Gustavo A. Madero,CDMX
157,PROVIDENCIA (AMPL),7560,2048.54,19.47857024,-99.07004975,Gustavo A. Madero,CDMX
158,PROVIDENCIA I,7560,2048.54,19.48170422,-99.07278683,Gustavo A. Madero,CDMX
159,PROVIDENCIA II,7560,2048.004224,19.48413449,-99.06751318,Gustavo A. Madero,CDMX
160,PROVIDENCIA III,7950,2048.54,19.48679328,-99.07202605,Gustavo A. Madero,CDMX
161,QUETZALCOATL 3,7160,635.32,19.55913676,-99.14084819,Gustavo A. Madero,CDMX
162,RESIDENCIAL LA ESCALERA (FRACC),7600,2747.95,19.50857606,-99.13686448,Gustavo A. Madero,CDMX
163,RESIDENCIAL ZACATENCO,7630,2443.332495,19.50340237,-99.12451706,Gustavo A. Madero,CDMX
164,REVOLUCION IMSS (U HAB),7760,5210.05,19.48546232,-99.13332027,Gustavo A. Madero,CDMX
165,ROSAS DEL TEPEYAC,7100,2273.337642,19.49004633,-99.1157869,Gustavo A. Madero,CDMX
166,SALVADOR DIAZ MIRON,7440,2425.71,19.48767707,-99.09775748,Gustavo A. Madero,CDMX
167,SAN ANTONIO,7160,635.32,19.55998007,-99.1375459,Gustavo A. Madero,CDMX
168,SAN BARTOLO ATEPEHUACAN (PBLO),7740,3002.851418,19.49326845,-99.14313612,Gustavo A. Madero,CDMX
169,SAN FELIPE DE JESUS I,7570,1980.55,19.49727852,-99.06838599,Gustavo A. Madero,CDMX
170,SAN FELIPE DE JESUS II,7550,1980.55,19.49169381,-99.07779072,Gustavo A. Madero,CDMX
171,SAN FELIPE DE JESUS III,7510,1980.55,19.49886211,-99.07648433,Gustavo A. Madero,CDMX
172,SAN FELIPE DE JESUS IV,7570,1980.55,19.49398439,-99.07143396,Gustavo A. Madero,CDMX
173,SAN JOSE DE LA ESCALERA,7640,1918.317284,19.52560284,-99.16431979,Gustavo A. Madero,CDMX
174,SAN JOSE TICOMAN,7550,3082.914754,19.50481225,-99.13225222,Gustavo A. Madero,CDMX
175,SAN JUAN DE ARAGON (PBLO),7950,2252.96,19.47005019,-99.08325107,Gustavo A. Madero,CDMX
176,SAN JUAN DE ARAGON 1A SECCION (U HAB) I,7979,2652.55,19.45564942,-99.0924271,Gustavo A. Madero,CDMX
177,SAN JUAN DE ARAGON 1A SECCION (U HAB) II,7970,2652.55,19.46214892,-99.0913633,Gustavo A. Madero,CDMX
178,SAN JUAN DE ARAGON 2A SECCION (U HAB) I,7970,2652.55,19.45096531,-99.08674702,Gustavo A. Madero,CDMX
179,SAN JUAN DE ARAGON 2A SECCION (U HAB) II,7969,2652.55,19.45669543,-99.08483365,Gustavo A. Madero,CDMX
180,SAN JUAN DE ARAGON 3A SECCION (U HAB) I,7990,2677.35,19.45206086,-99.07316109,Gustavo A. Madero,CDMX
181,SAN JUAN DE ARAGON 3A SECCION (U HAB) II,7969,2677.35,19.45164733,-99.06915914,Gustavo A. Madero,CDMX
182,SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I,7990,2581.65,19.45104186,-99.06369955,Gustavo A. Madero,CDMX
183,SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II,7990,2581.75745,19.45715831,-99.06487011,Gustavo A. Madero,CDMX
184,SAN JUAN DE ARAGON 6A SECCION (U HAB) I,7979,2598.54,19.4693928,-99.06938285,Gustavo A. Madero,CDMX
185,SAN JUAN DE ARAGON 6A SECCION (U HAB) II,7979,2598.54,19.46629079,-99.06397923,Gustavo A. Madero,CDMX
186,SAN JUAN DE ARAGON 7 SECC (U HAB) I,7970,2598.54,19.4699068,-99.07811979,Gustavo A. Madero,CDMX
187,SAN JUAN DE ARAGON 7 SECC (U HAB) II,7920,2598.54,19.46936499,-99.0733484,Gustavo A. Madero,CDMX
188,SAN JUAN III (U HAB),7469,2425.71,19.47986645,-99.09398223,Gustavo A. Madero,CDMX
189,SAN JUAN Y GUADALUPE TICOMAN (BARR),7350,1076.238306,19.52100077,-99.1291604,Gustavo A. Madero,CDMX
190,SAN MIGUEL CUAUTEPEC,7109,884.1826866,19.55991797,-99.13590176,Gustavo A. Madero,CDMX
191,SAN MIGUEL-LA ESCALERA (BARR),7950,2252.96,19.47135667,-99.08908966,Gustavo A. Madero,CDMX
192,SAN PEDRO EL CHICO,7920,1981.83,19.4711696,-99.09787661,Gustavo A. Madero,CDMX
193,SAN PEDRO ZACATENCO (PBLO),7730,2122.536262,19.50650986,-99.12192032,Gustavo A. Madero,CDMX
194,SAN RAFAEL TICOMAN (BARR),7360,1632.474771,19.51531599,-99.1243848,Gustavo A. Madero,CDMX
195,SANTA ISABEL TOLA (PBLO),7810,2259.222479,19.49783704,-99.11394401,Gustavo A. Madero,CDMX
196,SANTA ROSA,7620,1918.44,19.52358712,-99.16922387,Gustavo A. Madero,CDMX
197,SANTIAGO ATEPETLAC,7670,1991.130077,19.52418742,-99.16042898,Gustavo A. Madero,CDMX
198,SANTIAGO ATEPETLAC (LA SELVITA) (U HAB),7640,2190.49,19.51957459,-99.14764167,Gustavo A. Madero,CDMX
199,SANTIAGO ATZACOALCO (PBLO),7430,1948.5,19.49620004,-99.09709067,Gustavo A. Madero,CDMX
200,SCT (U HAB),7770,4214.41,19.50768733,-99.15676211,Gustavo A. Madero,CDMX
201,SIETE MARAVILLAS,7709,2907.138571,19.51388988,-99.14384237,Gustavo A. Madero,CDMX
202,SOLIDARIDAD NACIONAL,7280,922.764589,19.53294239,-99.15383401,Gustavo A. Madero,CDMX
203,SUTIC VALLEJO (U HAB),7330,2716.99,19.51606657,-99.13957583,Gustavo A. Madero,CDMX
204,TABLAS DE SAN AGUSTIN,7890,1981.83,19.46455833,-99.1125676,Gustavo A. Madero,CDMX
205,TEPETATAL,7300,635.32,19.56249798,-99.13797876,Gustavo A. Madero,CDMX
206,TEPEYAC INSURGENTES,7820,3223.64825,19.48373178,-99.1218466,Gustavo A. Madero,CDMX
207,TLACAELEL,7750,637.2465934,19.55950237,-99.1446491,Gustavo A. Madero,CDMX
208,TLACAMACA,7870,2885.083717,19.47468352,-99.13676789,Gustavo A. Madero,CDMX
209,TLALPEXCO,7188,676.5039212,19.54660282,-99.12591314,Gustavo A. Madero,CDMX
210,TORRES DE QUIROGA (U HAB),7450,2425.71,19.49092079,-99.09599295,Gustavo A. Madero,CDMX
211,TORRES DE SAN JUAN (U HAB),7469,2425.71,19.47874397,-99.09293846,Gustavo A. Madero,CDMX
212,TORRES DE SAN JUAN 1B (U HAB),7495,2425.71,19.48058493,-99.09265531,Gustavo A. Madero,CDMX
213,TORRES LINDAVISTA (FRACC),7750,3944.719855,19.510373,-99.1435466,Gustavo A. Madero,CDMX
214,TRES ESTRELLAS,7820,1981.83,19.47221424,-99.11116109,Gustavo A. Madero,CDMX
215,TRIUNFO DE LA REPUBLICA,7070,1822.642051,19.49171791,-99.10943857,Gustavo A. Madero,CDMX
216,VALLE DE MADERO,7910,923.4826855,19.5504428,-99.13889921,Gustavo A. Madero,CDMX
217,VALLE DEL TEPEYAC,7790,3080.465294,19.48815202,-99.14162753,Gustavo A. Madero,CDMX
218,VALLEJO I,7880,3956.592761,19.46772618,-99.13441583,Gustavo A. Madero,CDMX
219,VALLEJO II,7890,4042.112642,19.46550336,-99.12863106,Gustavo A. Madero,CDMX
220,VALLEJO PONIENTE,7870,2611.56,19.4677311,-99.1423092,Gustavo A. Madero,CDMX
221,VASCO DE QUIROGA,7440,2009.44874,19.4943962,-99.09424193,Gustavo A. Madero,CDMX
222,VERONICA CASTRO,7144,557.55,19.57317046,-99.12919566,Gustavo A. Madero,CDMX
223,VILLA DE ARAGON,7570,2405.635067,19.46391633,-99.05750688,Gustavo A. Madero,CDMX
224,VILLA DE ARAGON (FRACC),7970,2380.752377,19.46848952,-99.06063316,Gustavo A. Madero,CDMX
225,VILLA GUSTAVO A MADERO,7660,2265.687834,19.48332371,-99.11227153,Gustavo A. Madero,CDMX
226,VILLA HERMOSA,7410,1604.13,19.50210296,-99.09220248,Gustavo A. Madero,CDMX
227,VISTA HERMOSA,7410,672.9,19.54777697,-99.12243322,Gustavo A. Madero,CDMX
228,ZONA ESCOLAR I,7300,938.48,19.53886306,-99.14993835,Gustavo A. Madero,CDMX
229,ZONA ESCOLAR II,7270,938.48,19.54159661,-99.14743419,Gustavo A. Madero,CDMX
230,ZONA ESCOLAR ORIENTE,7339,938.48,19.53980112,-99.14313331,Gustavo A. Madero,CDMX
0,PANTITLAN I,8100,4463.0,19.41663869,-99.06700054,Iztacalco,CDMX
1,PANTITLAN V,8100,6925.0,19.40632585,-99.06049633,Iztacalco,CDMX
2,FRACCIONAMIENTO COYUYA,8320,627.0,19.40045813,-99.11496305,Iztacalco,CDMX
3,EX EJIDOS DE LA MAGDALENA MIXIHUCA,8400,298.0,19.3932943,-99.08856992,Iztacalco,CDMX
4,AGRICOLA ORIENTAL I,8500,4809.0,19.40234107,-99.07669727,Iztacalco,CDMX
5,AGRICOLA ORIENTAL II,8500,2791.0,19.39468824,-99.07862517,Iztacalco,CDMX
6,AGRICOLA ORIENTAL III,8500,2487.0,19.39047869,-99.07563191,Iztacalco,CDMX
7,AGRICOLA ORIENTAL VIII,8500,2389.0,19.38781011,-99.06231984,Iztacalco,CDMX
8,CUCHILLA AGRICOLA ORIENTAL,8500,365.0,19.40423319,-99.08099744,Iztacalco,CDMX
9,AGRICOLA ORIENTAL IV,8510,2144.0,19.3998925,-99.06806985,Iztacalco,CDMX
10,AGRICOLA ORIENTAL V,8520,2601.0,19.39450845,-99.0690467,Iztacalco,CDMX
11,AGRICOLA ORIENTAL VI,8560,3475.0,19.39560413,-99.06197953,Iztacalco,CDMX
12,AGRICOLA ORIENTAL VII,8580,2179.0,19.38824367,-99.06817215,Iztacalco,CDMX
13,SAN FCO XICALTONGO,8619,455.0,19.39617725,-99.12502099,Iztacalco,CDMX
14,NUEVA STA ANITA,8630,621.0,19.39896853,-99.12684743,Iztacalco,CDMX
15,CUCHILLA RAMOS MILLAN,8730,1003.0,19.38743957,-99.09212465,Iztacalco,CDMX
16,JUVENTINO ROSAS II,8730,1222.0,19.39096716,-99.10604404,Iztacalco,CDMX
17,TLACOTAL RAMOS MILLAN,8730,1439.0,19.39551691,-99.10665128,Iztacalco,CDMX
18,AMPLIACION RAMOS MILLAN,8740,1883.0,19.38710699,-99.09786924,Iztacalco,CDMX
19,GABRIEL RAMOS MILLAN,8740,1374.0,19.39306173,-99.10169897,Iztacalco,CDMX
20,JUVENTINO ROSAS I,8740,1197.0,19.39256829,-99.11078451,Iztacalco,CDMX
21,MOSCO CHINAMPA,8760,209.0,19.38901249,-99.10146129,Iztacalco,CDMX
22,PICOS IZTACALCO 2A,8770,424.0,19.38831147,-99.10661618,Iztacalco,CDMX
23,VIADUCTO PIEDAD,8830,3098.0,19.40108553,-99.13154729,Iztacalco,CDMX
24,REFORMA IZTACCIHUATL SUR,8840,1411.0,19.3776493,-99.12860685,Iztacalco,CDMX
25,GRANJAS MEXICO II,8900,2829.0,19.39923232,-99.09432222,Iztacalco,CDMX
26,INFONAVIT IZTACALCO (U HAB) I,8900,3198.0,19.38550511,-99.10605858,Iztacalco,CDMX
27,REFORMA IZTACCIHUATL NORTE,8900,2001.0,19.38658583,-99.1298822,Iztacalco,CDMX
28,SAN MIGUEL,8900,1158.0,19.39192428,-99.11695229,Iztacalco,CDMX
29,SAN PEDRO IZTACALCO,8900,1114.0,19.39456946,-99.12910774,Iztacalco,CDMX
30,SANTIAGO NORTE,8900,767.0,19.39254948,-99.12427591,Iztacalco,CDMX
31,SANTIAGO SUR,8900,2153.0,19.38717751,-99.12512846,Iztacalco,CDMX
32,TLAZINTLA,8900,501.0,19.39652929,-99.11170486,Iztacalco,CDMX
33,LA CRUZ,8910,805.0,19.40332529,-99.11607147,Iztacalco,CDMX
34,LA ASUNCION,8920,403.0,19.38962095,-99.11860601,Iztacalco,CDMX
35,PICOS IZTACALCO 1-A,8920,417.0,19.38936144,-99.11483241,Iztacalco,CDMX
36,JARDINES TECMA,8930,250.0,19.38750962,-99.11697913,Iztacalco,CDMX
37,PICOS IZTACALCO 1B,8930,422.0,19.38886539,-99.11057709,Iztacalco,CDMX
38,RAMOS MILLAN BRAMADERO II,8930,1461.0,19.3925059,-99.09261107,Iztacalco,CDMX
39,SANTA CRUZ,8930,312.0,19.38828331,-99.12022337,Iztacalco,CDMX
40,RAMOS MILLAN BRAMADERO I,8000,1411.0,19.39206964,-99.09660962,Iztacalco,CDMX
41,CARLOS ZAPATA VELA,8040,1481.0,19.38234912,-99.09692812,Iztacalco,CDMX
42,EL RODEO,8510,951.0,19.39320139,-99.08526322,Iztacalco,CDMX
43,ZAPOTLA,8610,1501.0,19.39608029,-99.12097177,Iztacalco,CDMX
44,LOS REYES,8620,1479.0,19.39671926,-99.11731788,Iztacalco,CDMX
45,INFONAVIT IZTACALCO (U HAB) II,8900,2608.0,19.38238009,-99.10637599,Iztacalco,CDMX
46,MILITAR MARTE,8830,2485.0,19.38091967,-99.12864458,Iztacalco,CDMX
47,CAMPAMENTO 2 DE OCTUBRE II,8930,1332.0,19.3849573,-99.11947195,Iztacalco,CDMX
48,CAMPAMENTO 2 DE OCTUBRE I,8930,1771.0,19.38478526,-99.11393405,Iztacalco,CDMX
49,PANTITLAN II,8100,2874.0,19.41680358,-99.06043665,Iztacalco,CDMX
50,SANTA ANITA,8300,2790.0,19.40144995,-99.12087519,Iztacalco,CDMX
51,PANTITLAN IV,8100,5726.0,19.40833584,-99.06649631,Iztacalco,CDMX
52,GRANJAS MEXICO I,8400,3921.0,19.40132045,-99.1081694,Iztacalco,CDMX
53,PANTITLAN III,8100,3249.0,19.41045627,-99.07179252,Iztacalco,CDMX
54,INPI PICOS,8760,706.0,19.3877706,-99.10307932,Iztacalco,CDMX
0,REAL DEL MORAL (FRACC),9030,3297.644003,19.38993716,-99.08217841,Iztapalapa,CDMX
1,SAN JOSE (BARR),9040,2544.771418,19.36703746,-99.09280693,Iztapalapa,CDMX
2,SECTOR POPULAR,9060,2240.109342,19.36646679,-99.11753713,Iztapalapa,CDMX
3,DR ALFONSO ORTIZ TIRADO,9090,3396.169467,19.38717101,-99.07811019,Iztapalapa,CDMX
4,HEROES DE CHURUBUSCO,9099,2339.17916,19.36071514,-99.1181309,Iztapalapa,CDMX
5,JUAN ESCUTIA I,9100,2495.760804,19.39585098,-99.05020867,Iztapalapa,CDMX
6,CONCORDIA ZARAGOZA (U HAB),9140,2974.280443,19.36778953,-99.00777143,Iztapalapa,CDMX
7,SAN LORENZO XICOTENCATL (PBLO),9140,1254.265714,19.38380529,-99.02707329,Iztapalapa,CDMX
8,TEXCOCO EL SALADO,9140,1199.91,19.37446712,-99.005225,Iztapalapa,CDMX
9,VICENTE GUERRERO SUPER MANZANA 1 (U HAB),9200,1702.71,19.36235415,-99.0635495,Iztapalapa,CDMX
10,CABEZA DE JUAREZ I (U HAB),9208,1309.46,19.38497502,-99.04409214,Iztapalapa,CDMX
11,9 1/2 - FRANCISCO VILLA (EJERCITO CONSTITUCIONALISTA) (CONJ HAB),9220,1309.46,19.37741407,-99.04984904,Iztapalapa,CDMX
12,ALVARO OBREGON,9220,1309.46,19.37772922,-99.04052654,Iztapalapa,CDMX
13,CHINAMPAC DE JUAREZ I,9220,1309.46,19.37732466,-99.05655634,Iztapalapa,CDMX
14,"EJTO CONSTITUCIONALISTA, SUPERMANZANA III (U HAB)",9220,1309.46,19.38228943,-99.05305201,Iztapalapa,CDMX
15,GUELATAO DE JUAREZ II (U HAB),9220,1309.46,19.38405911,-99.0447877,Iztapalapa,CDMX
16,CHINAMPAC DE JUAREZ II,9225,1309.46,19.37686664,-99.0506229,Iztapalapa,CDMX
17,ROTARIOS (U HAB),9226,2585.807714,19.38729356,-99.0407716,Iztapalapa,CDMX
18,ANTORCHA POPULAR I (U HAB),9227,1309.46,19.38371266,-99.04310581,Iztapalapa,CDMX
19,EJTO CONSTITUCIONALISTA II ( U HAB),9227,1309.46,19.38567532,-99.04362879,Iztapalapa,CDMX
20,TEPALCATES II,9227,2386.28792,19.39236261,-99.05588845,Iztapalapa,CDMX
21,CABEZA DE JUAREZ II (U HAB),9230,1309.46,19.38469148,-99.04241537,Iztapalapa,CDMX
22,CABEZA DE JUAREZ III (U HAB),9230,1309.46,19.38312784,-99.04165628,Iztapalapa,CDMX
23,EJTO CONSTITUCIONALISTA,9230,1332.155159,19.3804443,-99.05441796,Iztapalapa,CDMX
24,"EJTO CONSTITUCIONALISTA, SUPERMANZANA I ( U HAB)",9230,1309.46,19.3870737,-99.04907489,Iztapalapa,CDMX
25,ERMITA ZARAGOZA (U HAB) II,9230,1880.56,19.36748378,-98.99687956,Iztapalapa,CDMX
26,GUELATAO DE JUAREZ I (U HAB),9230,1838.84,19.38660336,-99.04263572,Iztapalapa,CDMX
27,IGNACIO ZARAGOZA (U HAB),9230,1393.786018,19.38512483,-99.04032271,Iztapalapa,CDMX
28,JOSE MA MORELOS Y PAVON (U HAB),9230,1290.96,19.3737154,-99.02713857,Iztapalapa,CDMX
29,JUAN ESCUTIA III,9230,1835.013661,19.38683137,-99.03240332,Iztapalapa,CDMX
30,LA JOYA,9230,1290.96,19.37283089,-99.03134182,Iztapalapa,CDMX
31,PARAISO (AMPL),9230,1290.96,19.37751254,-99.0325134,Iztapalapa,CDMX
32,PEON VIEJO (U HAB),9230,1290.96,19.37603381,-99.02952835,Iztapalapa,CDMX
33,EJERCITO DE ORIENTE (U HAB) I,9239,2277.83839,19.36931211,-99.02597584,Iztapalapa,CDMX
34,EJERCITO DE ORIENTE (U HAB) II,9239,2300.6,19.36846042,-99.0301722,Iztapalapa,CDMX
35,ALBARRADAS (U HAB),9240,2598.35,19.35670999,-99.06197745,Iztapalapa,CDMX
36,LAS AMERICAS (U HAB),9240,2598.35,19.35673216,-99.06367948,Iztapalapa,CDMX
37,LA REGADERA,9260,2559.551569,19.35303224,-99.0636712,Iztapalapa,CDMX
38,VICENTE GUERRERO SUPER MANZANA 5 (U HAB),9280,1702.71,19.3542944,-99.05149375,Iztapalapa,CDMX
39,PREDIO SANTA CRUZ MEYEHUALCO,9290,1087.8,19.35174164,-99.04829801,Iztapalapa,CDMX
40,NORMA ISSSTE (U HAB),9300,2308.67,19.36380411,-99.07687349,Iztapalapa,CDMX
41,LA COLMENA,9310,2053.05024,19.36876104,-99.00177725,Iztapalapa,CDMX
42,CUCHILLAS DEL MORAL (U HAB),9319,2804.676294,19.3846596,-99.07065712,Iztapalapa,CDMX
43,M MAZA DE JUAREZ (U HAB),9330,2271.425489,19.36983956,-99.06977001,Iztapalapa,CDMX
44,LEYES DE REFORMA 2A SECCION,9340,1562.149689,19.36898464,-99.067533,Iztapalapa,CDMX
45,ERMITA ZARAGOZA (U HAB) I,9360,1891.709461,19.36314788,-98.9978889,Iztapalapa,CDMX
46,PRIVADA GAVILAN (U HAB),9369,2308.67,19.35959926,-99.07646557,Iztapalapa,CDMX
47,SIDERAL,9370,2005.48,19.37356678,-99.06565409,Iztapalapa,CDMX
48,LA ASUNCION (BARR),9400,2286.102713,19.36349131,-99.09186872,Iztapalapa,CDMX
49,JARDINES DE CHURUBUSCO,9420,2443.916358,19.37501689,-99.10649216,Iztapalapa,CDMX
50,LA NUEVA ROSITA,9420,2455.34,19.37751753,-99.10594011,Iztapalapa,CDMX
51,PURISIMA ATLAZOLPA,9429,2455.34,19.37997736,-99.10816777,Iztapalapa,CDMX
52,EL TRIUNFO,9430,2718.98,19.37754308,-99.12018879,Iztapalapa,CDMX
53,LOS PICOS VI B,9430,1955.51,19.37973415,-99.10471481,Iztapalapa,CDMX
54,MAGDALENA ATLAZOLPA (PBLO),9430,2699.161365,19.37574294,-99.11158954,Iztapalapa,CDMX
55,EL RETOO,9440,2975.641236,19.37185897,-99.12535251,Iztapalapa,CDMX
56,BANJIDAL,9470,2722.10575,19.36266597,-99.13719605,Iztapalapa,CDMX
57,JUSTO SIERRA,9470,2689.955952,19.36240918,-99.13482796,Iztapalapa,CDMX
58,MODELO (U),9470,3126.917294,19.36388119,-99.12515795,Iztapalapa,CDMX
59,SINATEL,9479,2745.306639,19.36121944,-99.13249221,Iztapalapa,CDMX
60,SINATEL (AMPL),9479,2662.33,19.36561776,-99.13012622,Iztapalapa,CDMX
61,XOPA (U HAB),9480,2662.33,19.36029545,-99.124986,Iztapalapa,CDMX
62,ZACAHUITZCO,9490,3002.2,19.37405563,-99.13427085,Iztapalapa,CDMX
63,ART 4TO CONSTITUCIONAL (U HAB),9500,1290.96,19.36784496,-99.0340998,Iztapalapa,CDMX
64,FUENTES DE ZARAGOZA (U HAB),9510,1199.91,19.36933539,-99.00727076,Iztapalapa,CDMX
65,PARAISO,9510,1319.888249,19.37631147,-99.03281796,Iztapalapa,CDMX
66,EL EDEN,9530,1087.8,19.36461133,-99.01433168,Iztapalapa,CDMX
67,LA JOYITA,9530,1199.91,19.37585486,-99.02639064,Iztapalapa,CDMX
68,SOLIDARIDAD EL SALADO (U HAB),9540,1199.91,19.37287018,-99.00696757,Iztapalapa,CDMX
69,SAN ANDRES TETEPILCO (PBLO),9550,3002.2,19.37228459,-99.13088006,Iztapalapa,CDMX
70,GAVILAN (U HAB),9560,2308.67,19.35847876,-99.07505653,Iztapalapa,CDMX
71,MONTE ALBAN,9570,1087.8,19.3544605,-99.02047137,Iztapalapa,CDMX
72,SAN SEBASTIAN TECOLOXTITLAN (PBLO),9570,1087.8,19.36170031,-99.01583859,Iztapalapa,CDMX
73,SANTA MARTHA ACATITLA SUR (AMPL),9570,1256.98,19.36421451,-99.02138434,Iztapalapa,CDMX
74,CAROLOS PACHECO (U HAB),9578,1290.96,19.36401188,-99.02996526,Iztapalapa,CDMX
75,EJERCITO DE AGUA PRIETA,9578,1290.96,19.36804511,-99.03710422,Iztapalapa,CDMX
76,STA MARTHA ACATITLA NTE (AMPL) II,9590,1278.691775,19.37569319,-99.01328781,Iztapalapa,CDMX
77,PURISIMA I,9600,1727.15,19.36486212,-99.0538809,Iztapalapa,CDMX
78,SANTA MARTHA ACATITLA_(PBLO),9638,1516.417275,19.36025376,-99.00688767,Iztapalapa,CDMX
79,EJTO DE OTE II (U HAB),9640,1585.284673,19.38147433,-99.0350975,Iztapalapa,CDMX
80,SANTA MARTHA ACATITLA,9651,1297.536407,19.37074731,-99.01946656,Iztapalapa,CDMX
81,PARAJE ZACATEPEC,9660,1112.814496,19.3553461,-99.01820123,Iztapalapa,CDMX
82,SAN MIGUEL (BARR),9660,2448.576891,19.35613764,-99.07865812,Iztapalapa,CDMX
83,XALPA III,9670,965.959515,19.33866652,-99.0178169,Iztapalapa,CDMX
84,BARRANCAS DE GUADALUPE,9689,201.73,19.32732982,-99.02295952,Iztapalapa,CDMX
85,TENORIOS (AMPL),9690,715.9725703,19.32732356,-99.02022827,Iztapalapa,CDMX
86,MIRAVALLE,9696,470.4192222,19.33594356,-98.99784993,Iztapalapa,CDMX
87,"SAN PABLO I, II Y V-LOMAS DEL PARAISO",9696,362.3551688,19.33363656,-99.00530461,Iztapalapa,CDMX
88,2A AMPLIACION SANTIAGO ACAHUALTEPEC I,9698,1090.010329,19.3485045,-99.01403314,Iztapalapa,CDMX
89,2A AMPLIACION SANTIAGO ACAHUALTEPEC II,9698,1050.811697,19.34601201,-99.00875471,Iztapalapa,CDMX
90,EMILIANO ZAPATA (AMPL),9699,654.2590195,19.33913137,-98.97889839,Iztapalapa,CDMX
91,SAN MIGUEL TEOTONGO I,9699,786.94,19.35101741,-98.99166199,Iztapalapa,CDMX
92,SAN MIGUEL TEOTONGO IV,9699,778.9285879,19.33717638,-98.98852996,Iztapalapa,CDMX
93,CONSTITUCION DE 1917 II,9700,2529.258392,19.34892079,-99.05774399,Iztapalapa,CDMX
94,FUERTE DE LORETO - LA ANTENA (U HAB),9700,1290.96,19.36555164,-99.03197506,Iztapalapa,CDMX
