,nombre_col,codigo_postal,prom_valor_unitario_suelo,latitud,longitud,alcaldia,estado
21,EL ROSARIO B (U HAB),2000,3140.01665,19.5123689,-99.20196303,Azcapotzalco,CDMX
22,EL ROSARIO C (U HAB),2100,3192.865228,19.50700425,-99.20353601,Azcapotzalco,CDMX
23,EUZKADI,2660,2581.3,19.47730734,-99.16031088,Azcapotzalco,CDMX
24,EX-HACIENDA EL ROSARIO,2000,2343.315789,19.49621683,-99.20978684,Azcapotzalco,CDMX
25,FERRERIA,2230,2280.012429,19.50162676,-99.17389475,Azcapotzalco,CDMX
26,FERRERIA (U HAB),2230,2364.84,19.49880974,-99.17683969,Azcapotzalco,CDMX
27,FRANCISCO VILLA (U HAB),2400,2596.924153,19.4965325,-99.20516045,Azcapotzalco,CDMX
28,FUENTES DE AZCAPOTZALCO-PARQUES DE AZCAPOTZALCO (U HAB),2000,2748.99,19.47504567,-99.18971471,Azcapotzalco,CDMX
29,HOGAR Y SEGURIDAD/NUEVA SANTA MARIA,2800,2883.203062,19.46833087,-99.1681288,Azcapotzalco,CDMX
30,HOGARES FERROCARRILEROS (U HAB),2500,4297.67,19.47357233,-99.16540783,Azcapotzalco,CDMX
31,HUAUTLA DE LAS SALINAS (BARR),2300,2369.732353,19.48909866,-99.15935532,Azcapotzalco,CDMX
32,IGNACIO ALLENDE,2810,1832.42,19.46670068,-99.16188621,Azcapotzalco,CDMX
33,INDUSTRIAL VALLEJO (U HAB),2300,2417.89196,19.49616178,-99.16384763,Azcapotzalco,CDMX
34,ISSFAM LAS ARMAS (U HAB),2710,1789.82,19.48616026,-99.21597044,Azcapotzalco,CDMX
35,JARDIN AZPEITIA,2530,2513.214805,19.47407224,-99.17469598,Azcapotzalco,CDMX
36,JARDINES CEYLAN (U HAB),2300,2697.52,19.48241713,-99.16466686,Azcapotzalco,CDMX
37,LA PRECIOSA,2160,1989.34,19.48617559,-99.19381003,Azcapotzalco,CDMX
38,LA RAZA,2960,2160.292939,19.46569763,-99.14746913,Azcapotzalco,CDMX
39,LAS SALINAS,2000,2697.52,19.48793497,-99.16482103,Azcapotzalco,CDMX
40,LIBERACION,2900,1841.702363,19.47058376,-99.15239872,Azcapotzalco,CDMX
41,LIBERTAD,2020,2322.434585,19.47856576,-99.17766604,Azcapotzalco,CDMX
42,LOS REYES (BARR),2000,2355.0,19.48547447,-99.18226478,Azcapotzalco,CDMX
43,MANUEL RIVERA ANAYA CROC I (U HAB),2109,2541.94,19.51038031,-99.19428545,Azcapotzalco,CDMX
44,MIGUEL HIDALGO (U HAB),2450,2597.24,19.49366841,-99.19874158,Azcapotzalco,CDMX
45,MONTE ALTO,2640,2581.3,19.47994576,-99.15628844,Azcapotzalco,CDMX
46,NEXTENGO (BARR),2000,2748.99,19.47469249,-99.18826266,Azcapotzalco,CDMX
47,NUEVA EL ROSARIO,2100,2541.94,19.50196908,-99.18975335,Azcapotzalco,CDMX
48,NUEVA ESPAA,2110,2541.94,19.49785901,-99.18640764,Azcapotzalco,CDMX
49,NUEVA SANTA MARIA,2800,2715.378543,19.46287098,-99.16805446,Azcapotzalco,CDMX
50,NUEVO SAN RAFAEL (BARR),2010,2354.24,19.48905669,-99.18796779,Azcapotzalco,CDMX
51,OBRERO POPULAR,2600,2567.558254,19.46416526,-99.17476281,Azcapotzalco,CDMX
52,PANTACO (U HAB),2020,2714.55,19.48577501,-99.17307322,Azcapotzalco,CDMX
53,PASTEROS,2000,1878.83,19.49392413,-99.19562088,Azcapotzalco,CDMX
54,PATRIMONIO FAMILIAR,2480,2318.07,19.46739688,-99.14978997,Azcapotzalco,CDMX
55,PEMEX PRADOS DEL ROSARIO (U HAB),2410,3520.384841,19.50417488,-99.20757956,Azcapotzalco,CDMX
56,PETROLERA,2480,2362.54,19.48529726,-99.19934296,Azcapotzalco,CDMX
57,PLENITUD,2099,2385.164547,19.4731873,-99.19578087,Azcapotzalco,CDMX
58,PORVENIR,2600,1902.921315,19.4710237,-99.14681958,Azcapotzalco,CDMX
59,POTRERO DEL LLANO,2670,2662.226571,19.47477024,-99.16031115,Azcapotzalco,CDMX
60,PRADOS DEL ROSARIO,2410,2226.12,19.50362987,-99.20951084,Azcapotzalco,CDMX
61,PRESIDENTE MADERO (U HAB),2140,2597.24,19.49583826,-99.20187357,Azcapotzalco,CDMX
62,PRO HOGAR I,2600,3157.267213,19.47498756,-99.15048801,Azcapotzalco,CDMX
63,PRO HOGAR II,2600,3050.6498,19.47636895,-99.15582763,Azcapotzalco,CDMX
64,PROVIDENCIA,2070,1747.66,19.49273079,-99.21143197,Azcapotzalco,CDMX
65,REYNOSA TAMAULIPAS,2120,2541.94,19.49406918,-99.18750915,Azcapotzalco,CDMX
66,ROSENDO SALAZAR (CONJ HAB),2000,2597.24,19.48705169,-99.20581468,Azcapotzalco,CDMX
67,SAN  MIGUEL AMANTLA (PBLO),2700,1761.11,19.47585628,-99.20438426,Azcapotzalco,CDMX
68,SAN ALVARO,2090,2549.654815,19.46126471,-99.18325852,Azcapotzalco,CDMX
69,SAN ANDRES (BARR),2020,2541.94,19.49195661,-99.18015759,Azcapotzalco,CDMX
70,SAN ANDRES (PBLO),2200,2541.94,19.49319643,-99.18398435,Azcapotzalco,CDMX
71,SAN ANDRES DE LAS SALINAS (PBLO),2300,2316.270145,19.49003982,-99.15434829,Azcapotzalco,CDMX
72,SAN ANTONIO (FRACC),2000,2355.775591,19.48010729,-99.20494897,Azcapotzalco,CDMX
73,SAN BARTOLO CAHUALTONGO (PBLO),2070,2362.54,19.48183029,-99.20024135,Azcapotzalco,CDMX
74,SAN BERNABE (BARR),2800,2969.598796,19.46793636,-99.17358688,Azcapotzalco,CDMX
75,SAN FRANCISCO TETECALA (PBLO),2000,2491.42667,19.48087994,-99.19117268,Azcapotzalco,CDMX
76,SAN FRANCISCO XOCOTITLA,2940,2117.98,19.46868604,-99.14712898,Azcapotzalco,CDMX
77,SAN JUAN TLIHUACA (PBLO),2400,2597.24,19.49145016,-99.2033748,Azcapotzalco,CDMX
78,SAN MARCOS (BARR),2009,2541.94,19.48824211,-99.18237691,Azcapotzalco,CDMX
79,SAN MARTIN XOCHINAHUAC (PBLO),2120,2541.94,19.49846348,-99.19471954,Azcapotzalco,CDMX
80,SAN MATEO,2000,2662.532846,19.48304562,-99.19127777,Azcapotzalco,CDMX
81,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),2020,2541.94,19.50105631,-99.1856052,Azcapotzalco,CDMX
82,SAN PABLO XALPA (U HAB),2000,2541.94,19.50520425,-99.18604254,Azcapotzalco,CDMX
83,SAN PEDRO XALPA (AMPL) I,2710,1820.21,19.48056601,-99.21629359,Azcapotzalco,CDMX
84,SAN PEDRO XALPA (AMPL) II,2710,1820.21,19.47585914,-99.21705681,Azcapotzalco,CDMX
85,SAN PEDRO XALPA (PBLO),2470,1789.82,19.48432715,-99.20937116,Azcapotzalco,CDMX
86,SAN RAFAEL,2010,2354.24,19.48654804,-99.18771296,Azcapotzalco,CDMX
87,SAN SALVADOR XOCHIMANCA,2870,2758.299531,19.46002021,-99.17323152,Azcapotzalco,CDMX
88,SAN SEBASTIAN,2000,2541.94,19.48061134,-99.17636377,Azcapotzalco,CDMX
89,SANTA APOLONIA (BARR),2770,2353.03,19.4755338,-99.19158928,Azcapotzalco,CDMX
90,SANTA BARBARA (PBLO),2230,2463.126467,19.49603039,-99.17840171,Azcapotzalco,CDMX
91,SANTA CATARINA (PBLO),2230,2541.94,19.49162407,-99.17416272,Azcapotzalco,CDMX
92,SANTA CRUZ ACAYUCAN (PBLO),2770,2159.84,19.47559072,-99.19458817,Azcapotzalco,CDMX
93,SANTA CRUZ DE LAS SALINAS,2300,2534.574694,19.48771584,-99.15569641,Azcapotzalco,CDMX
94,SANTA INES,2140,1448.32,19.49373328,-99.19120053,Azcapotzalco,CDMX
95,SANTA LUCIA (BARR),2000,2329.361696,19.48008521,-99.19609818,Azcapotzalco,CDMX
96,SANTA MARIA MALINALCO (PBLO),2000,1885.2,19.47816808,-99.18179418,Azcapotzalco,CDMX
97,SANTIAGO AHUIZOTLA (PBLO),2700,1703.821986,19.4757582,-99.21067865,Azcapotzalco,CDMX
98,SANTO DOMINGO (PBLO),2000,2876.503884,19.48606872,-99.19116258,Azcapotzalco,CDMX
99,SANTO TOMAS,2020,2541.94,19.48453406,-99.17827774,Azcapotzalco,CDMX
100,SECTOR NAVAL,2060,2519.104758,19.47001343,-99.17685264,Azcapotzalco,CDMX
101,SINDICATO MEXICANO DE ELECTRICISTAS,2000,2285.759483,19.47420755,-99.17874294,Azcapotzalco,CDMX
102,TEZOZOMOC,2459,1989.34,19.4893404,-99.198069,Azcapotzalco,CDMX
103,TIERRA NUEVA,2130,2518.781843,19.49962665,-99.20070093,Azcapotzalco,CDMX
104,TLATILCO,2800,1832.42,19.46066605,-99.16281019,Azcapotzalco,CDMX
105,TLATILCO (U HAB),2800,2487.878824,19.46279916,-99.16392858,Azcapotzalco,CDMX
106,TRABAJADORES DEL HIERRO,2650,2581.3,19.47841078,-99.15115787,Azcapotzalco,CDMX
107,UN HOGAR PARA CADA TRABAJADOR,2050,2779.6,19.47372175,-99.17619285,Azcapotzalco,CDMX
108,VICTORIA DE LAS DEMOCRACIAS,2800,2235.303756,19.46845385,-99.16416181,Azcapotzalco,CDMX
109,VILLAS AZCAPOTZALCO (U HAB),2169,2836.82,19.48973637,-99.19196101,Azcapotzalco,CDMX
110,XOCHINAHUAC (U HAB),2000,2541.94,19.50783385,-99.19452254,Azcapotzalco,CDMX
0,PORTALES II,3300,3043.363669,19.36709592,-99.14856736,Benito Juárez,CDMX
1,OCHO DE AGOSTO,3820,5843.884139,19.39407837,-99.18686582,Benito Juárez,CDMX
2,DEL VALLE I,3100,7678.251294,19.39795199,-99.16553701,Benito Juárez,CDMX
3,XOCO,3330,6316.729176,19.36283518,-99.16465003,Benito Juárez,CDMX
4,NONOALCO,3700,5510.670366,19.3810119,-99.18844913,Benito Juárez,CDMX
5,ATENOR SALAS,3000,3981.34497,19.40302784,-99.14779163,Benito Juárez,CDMX
6,EXTREMADURA INSURGENTES,3000,7036.325875,19.37656764,-99.18092339,Benito Juárez,CDMX
7,GENERAL PEDRO MARIA ANAYA,3000,5941.398729,19.36109407,-99.15922201,Benito Juárez,CDMX
8,PIEDAD NARVARTE,3000,4752.609394,19.40330356,-99.15393902,Benito Juárez,CDMX
9,PORTALES IV,3000,3316.954585,19.35942276,-99.14900935,Benito Juárez,CDMX
10,IZTACCIHUATL,3020,3129.022376,19.39025127,-99.13581698,Benito Juárez,CDMX
11,NARVARTE I,3020,4236.383786,19.39997053,-99.15257525,Benito Juárez,CDMX
12,NARVARTE II,3020,5093.056897,19.39705414,-99.15252551,Benito Juárez,CDMX
13,NARVARTE III,3020,4541.139261,19.39211218,-99.15864652,Benito Juárez,CDMX
14,NARVARTE IV,3020,5475.564554,19.39254994,-99.15149207,Benito Juárez,CDMX
15,NARVARTE V,3020,5126.552726,19.38617732,-99.15694731,Benito Juárez,CDMX
16,NARVARTE VI,3020,4703.195715,19.38677557,-99.15045868,Benito Juárez,CDMX
17,VERTIZ NARVARTE,3020,4900.296341,19.38196451,-99.15346174,Benito Juárez,CDMX
18,CENTRO URBANO PRESIDENTE ALEMAN (U HAB),3100,10774.04934,19.37094699,-99.17208938,Benito Juárez,CDMX
19,CIUDAD DE LOS DEPORTES,3100,7443.564527,19.38362627,-99.17979919,Benito Juárez,CDMX
20,DEL VALLE II,3100,7832.678007,19.39260219,-99.16712543,Benito Juárez,CDMX
21,DEL VALLE III,3100,7568.97083,19.38748434,-99.16754304,Benito Juárez,CDMX
22,DEL VALLE IV,3100,7286.619857,19.38229733,-99.16776981,Benito Juárez,CDMX
23,DEL VALLE V,3100,8793.208281,19.37651476,-99.16868812,Benito Juárez,CDMX
24,DEL VALLE VI,3100,8132.476503,19.37560985,-99.16426277,Benito Juárez,CDMX
25,DEL VALLE VII,3100,9365.441705,19.3688028,-99.17210654,Benito Juárez,CDMX
26,INSURGENTES SAN BORJA,3100,9079.361576,19.38383872,-99.17430615,Benito Juárez,CDMX
27,TLACOQUEMECATL DEL VALLE,3200,7594.874563,19.37637407,-99.17490182,Benito Juárez,CDMX
28,ACTIPAN,3230,7835.214069,19.36933442,-99.17817926,Benito Juárez,CDMX
29,ACACIAS,3240,8528.577114,19.36367622,-99.17367551,Benito Juárez,CDMX
30,MIRAVALLE,3300,3020.730313,19.36142572,-99.14105042,Benito Juárez,CDMX
31,PORTALES I,3300,2816.016593,19.37073174,-99.14860423,Benito Juárez,CDMX
32,PORTALES III,3300,3115.346987,19.3631547,-99.14894491,Benito Juárez,CDMX
33,RESIDENCIAL EMPERADORES,3310,4423.785389,19.36837269,-99.15805478,Benito Juárez,CDMX
34,STA CRUZ ATOYAC,3310,5193.082042,19.36710794,-99.15999549,Benito Juárez,CDMX
35,ALAMOS I,3400,5466.815399,19.4004091,-99.14088985,Benito Juárez,CDMX
36,ALAMOS II,3400,5520.486587,19.39460152,-99.14238722,Benito Juárez,CDMX
37,NIOS HEROES DE CHAPULTEPEC,3400,4237.713762,19.38611266,-99.14423287,Benito Juárez,CDMX
38,JOSEFA ORTIZ DE DOMINGUEZ,3410,4408.168607,19.38762736,-99.14056248,Benito Juárez,CDMX
39,MIGUEL ALEMAN,3410,4638.627704,19.38973089,-99.14451923,Benito Juárez,CDMX
40,POSTAL,3410,3170.130689,19.3906707,-99.1417112,Benito Juárez,CDMX
41,VILLA DE CORTES,3410,2806.328398,19.38742342,-99.13610191,Benito Juárez,CDMX
42,AMERICAS UNIDAS-DEL LAGO,3430,4228.090756,19.38212361,-99.14154723,Benito Juárez,CDMX
43,NATIVITAS,3500,2548.185782,19.38142437,-99.13738927,Benito Juárez,CDMX
44,MODERNA,3510,3695.97665,19.39600076,-99.13485359,Benito Juárez,CDMX
45,MARIA DEL CARMEN,3540,3746.505638,19.37551764,-99.1381936,Benito Juárez,CDMX
46,ALBERT,3560,3691.195239,19.37051067,-99.13905079,Benito Juárez,CDMX
47,PORTALES ORIENTE,3570,3004.794375,19.36612399,-99.14019848,Benito Juárez,CDMX
48,ZACAHUITZCO,3570,3753.625924,19.37332528,-99.13874956,Benito Juárez,CDMX
49,ERMITA,3590,3372.500455,19.3585345,-99.141205,Benito Juárez,CDMX
50,PERIODISTA FRANCISCO ZARCO,3620,4952.145152,19.38255994,-99.14621612,Benito Juárez,CDMX
51,INDEPENDENCIA,3630,4223.773284,19.37983449,-99.14811379,Benito Juárez,CDMX
52,LETRAN VALLE,3650,4694.694388,19.37599692,-99.1556256,Benito Juárez,CDMX
53,SAN SIMON TICUMAC,3660,3831.065545,19.37464067,-99.1448126,Benito Juárez,CDMX
54,NAPOLES (AMPL),3710,9109.335788,19.38724849,-99.17799363,Benito Juárez,CDMX
55,NOCHE BUENA,3710,7113.239654,19.38097299,-99.17862201,Benito Juárez,CDMX
56,SAN JUAN,3730,6865.054039,19.37834061,-99.184382,Benito Juárez,CDMX
57,SAN PEDRO DE LOS  PINOS,3800,4624.303143,19.39036299,-99.1850454,Benito Juárez,CDMX
58,NAPOLES,3840,10237.0432,19.39417066,-99.17582765,Benito Juárez,CDMX
59,SAN JOSE INSURGENTES,3900,7618.185221,19.36602411,-99.18538437,Benito Juárez,CDMX
60,MIXCOAC,3910,5217.060706,19.37272399,-99.19011704,Benito Juárez,CDMX
61,INSURGENTES MIXCOAC,3920,7745.848262,19.3726474,-99.18292873,Benito Juárez,CDMX
62,MERCED GOMEZ,3930,6288.754927,19.36547549,-99.18984561,Benito Juárez,CDMX
63,CREDITO CONSTRUCTOR,3940,6360.219968,19.36529204,-99.18022677,Benito Juárez,CDMX
0,CIUDAD UNIVERSITARIA,4510,6350.760884,19.3357402,-99.19419933,Coyoacán,CDMX
1,SAN DIEGO CHURUBUSCO,4120,5732.474639,19.35576419,-99.14893183,Coyoacán,CDMX
2,LOS OLIVOS (FRACC),4890,3304.194678,19.31357318,-99.13177669,Coyoacán,CDMX
3,CHIMALISTAC,4319,5403.183655,19.34222862,-99.18487855,Coyoacán,CDMX
4,SANTA URSULA COAPA (PBLO),4650,3769.634117,19.31044083,-99.14424633,Coyoacán,CDMX
5,PRESIDENTES EJIDALES SEGUNDA SECCION,4470,3186.007275,19.32580326,-99.12371035,Coyoacán,CDMX
6,SAN MATEO (BARR),4120,5577.574072,19.35161096,-99.14850567,Coyoacán,CDMX
7,BOSQUES DE TETLAMEYA,4730,5782.922653,19.29908734,-99.15356662,Coyoacán,CDMX
8,JARDINES DEL PEDREGAL,4500,5844.597116,19.30692128,-99.19024741,Coyoacán,CDMX
9,PEDREGAL DE SAN ANGEL (AMPL),4500,4679.914906,19.30684629,-99.19727903,Coyoacán,CDMX
10,CTM VIIA CULHUACAN (U HAB),4489,3273.75,19.31923203,-99.10512937,Coyoacán,CDMX
11,CAMPESTRE CHURUBUSCO,4200,3980.103282,19.34543131,-99.1350432,Coyoacán,CDMX
12,INSURGENTES CUICUILCO,4530,5780.307133,19.30522149,-99.1820913,Coyoacán,CDMX
13,INFONAVIT CULHUACAN ZONA 2 (U HAB),4440,3273.75,19.33017346,-99.11920343,Coyoacán,CDMX
14,TAXQUENA,4250,6954.33,19.33931492,-99.12324162,Coyoacán,CDMX
15,ALIANZA POPULAR REVOLUCIONARIA NORTE (U HAB),4000,4778.68,19.31697979,-99.11774123,Coyoacán,CDMX
16,ALIANZA POPULAR REVOLUCIONARIA ORIENTE (U HAB),4000,4712.131928,19.31410109,-99.11691476,Coyoacán,CDMX
17,CAMPESTRE COYOACAN (FRACC),4000,3180.909364,19.30872223,-99.11710682,Coyoacán,CDMX
18,CTM VI CULHUACAN (U HAB),4000,3273.75,19.32351469,-99.11756731,Coyoacán,CDMX
19,DEL CARMEN,4000,5502.548512,19.35457535,-99.1612987,Coyoacán,CDMX
20,EL RELOJ,4000,3074.071993,19.3179868,-99.14140814,Coyoacán,CDMX
21,EL ROSEDAL I,4000,3774.186098,19.34139993,-99.15123763,Coyoacán,CDMX
22,IMAN 580 (U HAB),4000,5112.97,19.31020916,-99.17172696,Coyoacán,CDMX
23,INFONAVIT CULHUACAN ZONA 3 (U HAB),4000,3273.75,19.32793937,-99.11871006,Coyoacán,CDMX
24,LA CONCEPCION (BARR),4000,5046.586329,19.34646601,-99.15785013,Coyoacán,CDMX
25,OLIMPICA,4000,3785.99553,19.30407342,-99.16999198,Coyoacán,CDMX
26,OXTOPULCO UNIVERSIDAD,4000,8298.550498,19.34118117,-99.18301045,Coyoacán,CDMX
27,PARQUE SAN ANDRES,4000,5661.488555,19.34594948,-99.14862971,Coyoacán,CDMX
28,SAN LUCAS (BARR),4000,3535.228769,19.34763515,-99.1532054,Coyoacán,CDMX
29,VILLA COYOACAN,4000,5180.327238,19.34696677,-99.1631132,Coyoacán,CDMX
30,VILLA QUIETUD (FRACC),4000,3274.019389,19.30301949,-99.10610879,Coyoacán,CDMX
31,VILLAS DEL PEDREGAL (U HAB),4000,5112.97,19.30463507,-99.17472903,Coyoacán,CDMX
32,SANTA CATARINA (BARR),4010,5570.656725,19.34821336,-99.17260928,Coyoacán,CDMX
33,CAFETALES II (RDCIAL),4039,3782.017175,19.30778544,-99.10637409,Coyoacán,CDMX
34,MONTE DE PIEDAD,4040,4778.374589,19.34373798,-99.17334348,Coyoacán,CDMX
35,ROMERO DE TERREROS (FRACC),4040,5336.036999,19.34163469,-99.17620483,Coyoacán,CDMX
36,LOS CIPRESES,4100,3949.843838,19.31958916,-99.12902007,Coyoacán,CDMX
37,PEDREGAL DEL MAUREL,4100,5112.97,19.30879177,-99.17475808,Coyoacán,CDMX
38,HERMOSILLO,4200,3543.373069,19.34689319,-99.12790507,Coyoacán,CDMX
39,SANTA MARTHA DEL SUR,4200,3354.52,19.34210156,-99.13060124,Coyoacán,CDMX
40,COUNTRY CLUB,4210,5536.712398,19.35132108,-99.14306305,Coyoacán,CDMX
41,ALIANZA POPULAR REVOLUCIONARIA PONIENTE (U HAB),4220,4844.432723,19.31439172,-99.12179324,Coyoacán,CDMX
42,CTM IX CULHUACAN 32-33 (U HAB),4220,3764.91,19.30946391,-99.10264491,Coyoacán,CDMX
43,EX HACIENDA COAPA,4220,5029.991862,19.30945259,-99.13539473,Coyoacán,CDMX
44,LOS GIRASOLES II,4220,4869.076502,19.30541019,-99.12362833,Coyoacán,CDMX
45,PRADO CHURUBUSCO,4230,3100.548598,19.35484197,-99.12638229,Coyoacán,CDMX
46,EX EJIDO DE CHURUBUSCO,4250,6954.33,19.34001459,-99.13029,Coyoacán,CDMX
47,PASEOS DE TAXQUEA I,4250,5587.918783,19.34850287,-99.12352009,Coyoacán,CDMX
48,PASEOS DE TAXQUEA II,4250,5444.474545,19.3432987,-99.1249931,Coyoacán,CDMX
49,AMPLIACION SAN FRANCISCO CULHUACAN (EJ),4260,2764.75953,19.33467244,-99.12570523,Coyoacán,CDMX
50,CANAL NACIONAL 260 (U HAB),4260,2666.28,19.32664545,-99.10713239,Coyoacán,CDMX
51,EX EJIDO SAN FRANCISCO CULHUACAN I,4260,2593.33,19.33169383,-99.12928225,Coyoacán,CDMX
52,EX EJIDO SAN FRANCISCO CULHUACAN II,4260,3008.181508,19.33106077,-99.12626325,Coyoacán,CDMX
53,EX EJIDO SAN FRANCISCO CULHUACAN III,4260,2864.681111,19.33067581,-99.12219984,Coyoacán,CDMX
54,LA MAGDALENA CULHUACAN (BARR),4260,4601.93244,19.3422082,-99.119333,Coyoacán,CDMX
55,LA VIRGEN 1170 (U HAB),4260,2666.28,19.32378239,-99.10424211,Coyoacán,CDMX
56,PRESIDENTES EJIDALES PRIMERA SECCION,4260,2593.33,19.32681869,-99.12799597,Coyoacán,CDMX
57,SAN FRANCISCO CULHUACAN (PBLO),4260,3583.975309,19.33528248,-99.11926237,Coyoacán,CDMX
58,AJUSCO HUAYAMILPAS,4300,1467.791616,19.32253483,-99.15157497,Coyoacán,CDMX
59,AJUSCO I,4300,1440.621972,19.32452379,-99.15570047,Coyoacán,CDMX
60,AJUSCO II,4300,1435.46,19.32017441,-99.16138304,Coyoacán,CDMX
61,AJUSCO III,4300,1451.655541,19.31458183,-99.16459789,Coyoacán,CDMX
62,AMPLIACION CANDELARIA,4300,1969.367369,19.32835287,-99.14945867,Coyoacán,CDMX
63,DE LA CANDELARIA (PBLO),4300,1528.864591,19.33143151,-99.14787196,Coyoacán,CDMX
64,EL ROSEDAL II,4300,2799.007605,19.33869206,-99.15011311,Coyoacán,CDMX
65,NUEVA DIAZ ORDAZ,4300,1492.17,19.32540574,-99.14734028,Coyoacán,CDMX
66,PEDREGAL DE SANTA URSULA IV,4300,1435.46,19.31350861,-99.15657709,Coyoacán,CDMX
67,PEDREGAL DE STO DOMINGO III,4300,1339.982471,19.33124301,-99.16429578,Coyoacán,CDMX
68,PEDREGAL DE STO DOMINGO VI,4300,1304.97,19.32364712,-99.16526348,Coyoacán,CDMX
69,SAN PABLO TEPETLAPA (PBLO),4300,3185.950539,19.32375798,-99.14217405,Coyoacán,CDMX
70,PEDREGAL DE STO DOMINGO IV,4309,1304.97,19.32873374,-99.16671298,Coyoacán,CDMX
71,COPILCO UNIVERSIDAD,4310,6069.389482,19.3362613,-99.18025302,Coyoacán,CDMX
72,ROMERO DE TERREROS,4310,4104.836797,19.34181004,-99.17023199,Coyoacán,CDMX
73,ROMERO DE TERREROS (COND),4310,9185.15,19.34448595,-99.18044128,Coyoacán,CDMX
74,CENTRO URBANO TLALPAN (U HAB),4317,4118.344629,19.33867109,-99.14203701,Coyoacán,CDMX
75,COPILCO EL BAJO,4318,6607.144727,19.33907721,-99.18588019,Coyoacán,CDMX
76,CUADRANTE DE SAN FRANCISCO,4320,3513.224221,19.34265685,-99.16366835,Coyoacán,CDMX
77,PEDREGAL DE SAN FRANCISCO (FRACC),4320,4708.87125,19.33875164,-99.1657591,Coyoacán,CDMX
78,ADOLFO RUIZ CORTINES II,4330,1304.97,19.31778764,-99.15489952,Coyoacán,CDMX
79,DEL NIO JESUS (BARR),4330,3128.122622,19.34043235,-99.1589628,Coyoacán,CDMX
80,LOS REYES (PBLO),4330,3018.179602,19.33593084,-99.15588151,Coyoacán,CDMX
81,PEDREGAL DE STO DOMINGO I,4336,1551.420984,19.33472414,-99.17057181,Coyoacán,CDMX
82,CIUDAD JARDIN,4347,2919.591062,19.3351061,-99.14419461,Coyoacán,CDMX
83,ALTILLO (COND ALTILLO ACASULCO),4350,9185.15,19.34175893,-99.18117854,Coyoacán,CDMX
84,ALTILLO (COND ALTILLO UNIVERSIDAD),4350,7858.128654,19.34077991,-99.180647,Coyoacán,CDMX
85,INTEGRACION LATINOAMERICANA (U HAB),4350,5723.438994,19.33814638,-99.17874115,Coyoacán,CDMX
86,COPILCO EL ALTO,4360,3454.277252,19.33140075,-99.17544915,Coyoacán,CDMX
87,LA CANTERA (U HAB),4360,3990.633211,19.33400081,-99.17457714,Coyoacán,CDMX
88,PEDREGAL DE STO DOMINGO IX,4360,1304.97,19.32940983,-99.17161947,Coyoacán,CDMX
89,PEDREGAL DE STO DOMINGO V,4360,1304.97,19.32558425,-99.16681603,Coyoacán,CDMX
90,PEDREGAL DE STO DOMINGO VIII,4360,1304.97,19.32318342,-99.17167773,Coyoacán,CDMX
91,VILLA PANAMERICANA 1ERA. SECCIN (U HAB),4360,5112.97,19.3049739,-99.17840978,Coyoacán,CDMX
92,VILLA PANAMERICANA 2DA. SECCIN (U HAB),4360,5112.97,19.30642085,-99.17628901,Coyoacán,CDMX
93,ADOLFO RUIZ CORTINES I,4369,1433.814164,19.32098279,-99.14739935,Coyoacán,CDMX
94,PEDREGAL DE STO DOMINGO II,4369,1536.389726,19.33359709,-99.16160603,Coyoacán,CDMX
95,PEDREGAL DE STO DOMINGO VII,4369,1340.926688,19.3188122,-99.16942657,Coyoacán,CDMX
96,ATLANTIDA,4370,4275.450333,19.34070896,-99.14680809,Coyoacán,CDMX
97,RANCHO EL ROSARIO,4380,2528.18,19.32729578,-99.14309319,Coyoacán,CDMX
98,EDUCACION,4400,2669.005141,19.33613067,-99.13335748,Coyoacán,CDMX
99,EL CENTINELA,4400,3079.773343,19.33571128,-99.13956863,Coyoacán,CDMX
100,PETROLERA TAXQUEA,4400,2858.206356,19.33843151,-99.13267885,Coyoacán,CDMX
101,CROC CULHUACAN SECC 6 (U HAB),4430,3273.75,19.32749611,-99.12158169,Coyoacán,CDMX
102,CTM IX CULHUACAN ZONA 29-30 (U HAB),4430,3715.290047,19.31301946,-99.1024081,Coyoacán,CDMX
103,INFONAVIT CULHUACAN ZONA 1 (U HAB),4430,3273.75,19.33201119,-99.11938363,Coyoacán,CDMX
104,CTM IXA CULHUACAN (U HAB),4440,3764.91,19.31115485,-99.10595234,Coyoacán,CDMX
105,CTM V CULHUACAN (U HAB),4440,3272.540503,19.331108,-99.1158062,Coyoacán,CDMX
106,CTM VII CULHUACAN (U HAB),4440,3272.7761,19.32531259,-99.1104125,Coyoacán,CDMX
107,CTM VIII CULHUACAN (U HAB),4440,3273.90225,19.31636606,-99.10391292,Coyoacán,CDMX
108,AVANTE,4460,2992.105131,19.32845464,-99.13475483,Coyoacán,CDMX
109,PILOTO CULHUACAN (U HAB),4460,3273.75,19.32236547,-99.1118362,Coyoacán,CDMX
110,CTM X CULHUACAN (U HAB),4480,4103.760838,19.30792835,-99.11043494,Coyoacán,CDMX
111,IMAN,4530,5112.97,19.30782753,-99.16653915,Coyoacán,CDMX
112,PEDREGAL DE LA ZORRA,4600,2753.52,19.30635445,-99.16006718,Coyoacán,CDMX
113,PEDREGAL DE SANTA URSULA I,4600,1556.659969,19.31452475,-99.14810128,Coyoacán,CDMX
