nombre_col,num_code,prom_valor_unitario_suelo,latitud,longitud,alcaldia,estado,no_airbnb,no_starbucks,airbnb_mean_price,flag_airbnb,flag_starbucks,valor_unitario_pred,cambio_porcentual
ALBERT,3560,3691.195239,19.37051067,-99.13905079,Benito Juárez,CDMX,83,0,608.0722892,,,3691.195239,0%
SEARS ROEBUCK (U HAB),1120,2400.71,19.40094836,-99.19535637,Álvaro Obregón,CDMX,34,0,853.7352941,,,2400.71,0%
SIETE MARAVILLAS,7709,2907.138571,19.51388988,-99.14384237,Gustavo A. Madero,CDMX,5,0,1892.6,,,2907.138571,0%
RANCHO LOS COLORINES (FRACC),14386,2624.01007,19.28816967,-99.13756485,Tlalpan,CDMX,37,0,519.7567568,,,2624.01007,0%
VILLA COYOACAN,4000,5180.327238,19.34696677,-99.1631132,Coyoacán,CDMX,337,0,1349.771513,,,5180.327238,0%
VALLE DEL TEPEYAC,7790,3080.465294,19.48815202,-99.14162753,Gustavo A. Madero,CDMX,33,0,604.9090909,,,3080.465294,0%
MIGUEL HIDALGO,1080,2318.121421,19.33680178,-99.21497684,Álvaro Obregón,CDMX,32,0,16234.21875,,,2318.121421,0%
UNIDADES HABITACIONALES DE TENORIOS,14330,4394.76,19.2952792,-99.11673909,Tlalpan,CDMX,42,2,718.7142857,,,4394.76,0%
SAN BARTOLO ATEPEHUACAN (PBLO),7740,3002.851418,19.49326845,-99.14313612,Gustavo A. Madero,CDMX,22,0,598.6818182,,,3002.851418,0%
COPILCO EL ALTO,4360,3454.277252,19.33140075,-99.17544915,Coyoacán,CDMX,62,0,497.7741935,,,3454.277252,0%
PRESIDENTES EJIDALES SEGUNDA SECCION,4470,3186.007275,19.32580326,-99.12371035,Coyoacán,CDMX,19,0,915.7368421,,,3186.007275,0%
SAN SIMON TICUMAC,3660,3831.065545,19.37464067,-99.1448126,Benito Juárez,CDMX,112,0,688.4107143,,,3831.065545,0%
SAN PEDRO (BARR),9850,2725.888558,19.36461556,-99.0857361,Iztapalapa,CDMX,1,0,600,,,2725.888558,0%
SAN MARCOS (BARR),16630,2256.991737,19.26285325,-99.11090323,Xochimilco,CDMX,5,0,2650,,,2256.991737,0%
STA CRUZ ATOYAC,3310,5193.082042,19.36710794,-99.15999549,Benito Juárez,CDMX,195,1,1076.74359,,,5193.082042,0%
TENORIOS INFONAVIT 1 Y 2 (U HAB),14330,4394.76,19.29691755,-99.11741812,Tlalpan,CDMX,47,2,673.4042553,,,4394.76,0%
LA CONCEPCION (BARR),4000,5046.586329,19.34646601,-99.15785013,Coyoacán,CDMX,324,0,1322.32716,,,5046.586329,0%
EL ROSARIO C (U HAB),2100,3192.865228,19.50700425,-99.20353601,Azcapotzalco,CDMX,3,0,453.3333333,,,3192.865228,0%
SAN JUAN TEPEPAN,16029,2310.969741,19.27472513,-99.12880743,Xochimilco,CDMX,15,0,991.1333333,,,2310.969741,0%
EL ROSARIO A (U HAB),2100,3185.17,19.51109069,-99.20721938,Azcapotzalco,CDMX,2,0,550,,,3185.17,0%
SAN CLEMENTE,1740,2261.609972,19.34898926,-99.22573149,Álvaro Obregón,CDMX,18,0,610.5555556,,,2261.609972,0%
APATLACO,9810,2718.98,19.38017724,-99.11569384,Iztapalapa,CDMX,5,0,882,,,2718.98,0%
TABACALERA,6030,8054.472579,19.43604033,-99.15364071,Cuauhtémoc,CDMX,563,2,1190.031972,,,8054.472579,0%
PANTITLAN II,8100,2874,19.41680358,-99.06043665,Iztacalco,CDMX,20,0,1220.95,,,2874,0%
VENTURA PEREZ DE ALBA,11490,2970.45,19.45332753,-99.19473772,Miguel Hidalgo,CDMX,70,0,633.3285714,,,2970.45,0%
EL TRIUNFO (AMPL),9840,2718.98,19.37609325,-99.11542184,Iztapalapa,CDMX,7,0,1027.714286,,,2718.98,0%
PRADO COAPA 3A SECCION-POTRERO ACOXPA,14390,2679.537612,19.29285757,-99.13296531,Tlalpan,CDMX,56,0,943.625,,,2679.537612,0%
MOCTEZUMA 2A SECCION I,15540,2740.231865,19.43758154,-99.09442926,Venustiano Carranza,CDMX,77,0,720.2337662,,,2740.231865,0%
REACOMODO PINO SUAREZ,1130,2194.91,19.39594951,-99.20408019,Álvaro Obregón,CDMX,10,0,696.7,,,2194.91,0%
BOSQUES DE TETLAMEYA,4730,5782.922653,19.29908734,-99.15356662,Coyoacán,CDMX,34,3,512.9411765,,,5782.922653,0%
LOMAS DEL CHAMIZAL,5000,3851.097397,19.38956049,-99.26258932,Cuajimalpa,CDMX,11,1,1477,,,3851.097397,0%
DANIEL GARZA,11870,2717.94,19.40563118,-99.19873659,Miguel Hidalgo,CDMX,31,0,891.6129032,,,2717.94,0%
AGRICOLA ORIENTAL II,8500,2791,19.39468824,-99.07862517,Iztacalco,CDMX,10,0,710.2,,,2791,0%
BARRIO 18,16600,2229.15826,19.2811312,-99.11198099,Xochimilco,CDMX,6,0,570.5,,,2229.15826,0%
PANAMERICANA (AMPL),7780,2903.04014,19.47718949,-99.14133082,Gustavo A. Madero,CDMX,19,0,882.6315789,,,2903.04014,0%
EL ROSARIO B (U HAB),2000,3140.01665,19.5123689,-99.20196303,Azcapotzalco,CDMX,3,0,617.6666667,,,3140.01665,0%
MAGDALENA ATLAZOLPA (PBLO),9430,2699.161365,19.37574294,-99.11158954,Iztapalapa,CDMX,9,0,1484.333333,,,2699.161365,0%
EL TRIUNFO,9430,2718.98,19.37754308,-99.12018879,Iztapalapa,CDMX,12,0,483.4166667,,,2718.98,0%
ATLANTIDA,4370,4275.450333,19.34070896,-99.14680809,Coyoacán,CDMX,75,1,734.12,,,4275.450333,0%
PARQUE SAN ANDRES,4000,5661.488555,19.34594948,-99.14862971,Coyoacán,CDMX,165,2,983.2606061,,,5661.488555,0%
CHURUBUSCO TEPEYAC,7730,2959.373514,19.48727146,-99.13781711,Gustavo A. Madero,CDMX,31,0,502.7741935,,,2959.373514,0%
SANTA CECILIA,4930,3152.208285,19.30708776,-99.11402592,Coyoacán,CDMX,30,0,687.4,,,3152.208285,0%
MONTE DE PIEDAD,4040,4778.374589,19.34373798,-99.17334348,Coyoacán,CDMX,161,1,999.7391304,,,4778.374589,0%
GUADALUPE TEPEYAC,7890,2950.008809,19.46746128,-99.12069072,Gustavo A. Madero,CDMX,30,0,651.0666667,,,2950.008809,0%
CHIMALISTAC,4319,5403.183655,19.34222862,-99.18487855,Coyoacán,CDMX,125,2,1150.136,,,5403.183655,0%
SAN LORENZO LA CEBADA II,16090,2271.642597,19.27955713,-99.12050294,Xochimilco,CDMX,17,0,559.2941176,,,2271.642597,0%
SAN LORENZO HUIPULCO,14730,2565.952813,19.29494132,-99.15040451,Tlalpan,CDMX,44,0,580.75,,,2565.952813,0%
PUENTE COLORADO,1730,2202.764701,19.34798085,-99.2308624,Álvaro Obregón,CDMX,17,0,850.2941176,,,2202.764701,0%
ZACAHUITZCO,9490,3002.2,19.37405563,-99.13427085,Iztapalapa,CDMX,62,0,552.3709677,,,3002.2,0%
PRO HOGAR I,2600,3157.267213,19.47498756,-99.15048801,Azcapotzalco,CDMX,12,0,496.1666667,,,3157.267213,0%
XALTOCAN (BARR),16450,2197.49735,19.25408385,-99.10061958,Xochimilco,CDMX,8,0,2378.5,,,2197.49735,0%
COLONIAL IZTAPALAPA (FRACC),9830,2635.211128,19.3467891,-99.05552314,Iztapalapa,CDMX,3,0,741.3333333,,,2635.211128,0%
SAN PABLO TEPETLAPA (PBLO),4300,3185.950539,19.32375798,-99.14217405,Coyoacán,CDMX,40,0,594.475,,,3185.950539,0%
TLACAMACA,7870,2885.083717,19.47468352,-99.13676789,Gustavo A. Madero,CDMX,23,0,851.3043478,,,2885.083717,0%
LOS CEDROS (FRACC),4800,3123.51,19.31374525,-99.11298204,Coyoacán,CDMX,30,0,659.4333333,,,3123.51,0%
SAN ANTONIO (BARR),16090,2193.657026,19.26267046,-99.10703293,Xochimilco,CDMX,7,0,808.7142857,,,2193.657026,0%
INDEPENDENCIA BATAN NORTE (U HAB),10100,3559.54,19.33508554,-99.20980105,Magdalena Contreras,CDMX,39,1,14480.53846,,,3559.54,0%
GRANJAS MEXICO II,8900,2829,19.39923232,-99.09432222,Iztacalco,CDMX,26,0,643.1538462,,,2829,0%
ARBOLEDAS DEL SUR,14390,2616.89,19.29221828,-99.13819825,Tlalpan,CDMX,57,0,791.9122807,,,2616.89,0%
PEMEX LINDAVISTA (U HAB),7320,2747.95,19.50640145,-99.13399049,Gustavo A. Madero,CDMX,3,0,2863.333333,,,2747.95,0%
RESIDENCIAL LA ESCALERA (FRACC),7600,2747.95,19.50857606,-99.13686448,Gustavo A. Madero,CDMX,3,0,2863.333333,,,2747.95,0%
AVIACION CIVIL (AMPL),15750,2455.560442,19.41069124,-99.07730859,Venustiano Carranza,CDMX,42,0,596.2619048,,,2455.560442,0%
LAS CUEVITAS,1210,2170.81,19.38654019,-99.22613216,Álvaro Obregón,CDMX,16,0,399.6875,,,2170.81,0%
EX HIPODROMO DE PERALVILLO,6220,3517.642578,19.45691002,-99.13462862,Cuauhtémoc,CDMX,122,0,664.3606557,,,3517.642578,0%
ARROYO GUADALUPE (U HAB),7720,2747.95,19.51084074,-99.13671126,Gustavo A. Madero,CDMX,4,0,2347.5,,,2747.95,0%
SAN DIEGO CHURUBUSCO,4120,5732.474639,19.35576419,-99.14893183,Coyoacán,CDMX,194,2,989.9278351,,,5732.474639,0%
PRADO CHURUBUSCO,4230,3100.548598,19.35484197,-99.12638229,Coyoacán,CDMX,31,0,852.3870968,,,3100.548598,0%
MARINA NACIONAL (U HAB),11320,3682.64,19.44647789,-99.17953062,Miguel Hidalgo,CDMX,209,0,1409.684211,,,3682.64,0%
VIADUCTO PIEDAD,8830,3098,19.40108553,-99.13154729,Iztacalco,CDMX,76,0,640.4078947,,,3098,0%
SAN RAFAEL I,6400,5941.015575,19.43717628,-99.15948677,Cuauhtémoc,CDMX,538,0,1091.64684,,,5941.015575,0%
SANTA CRUZ AVIACION,15540,3229.051488,19.42260511,-99.09778523,Venustiano Carranza,CDMX,37,1,1031.378378,,,3229.051488,0%
PANAMERICANA,7770,2787.269155,19.47952755,-99.14344433,Gustavo A. Madero,CDMX,14,0,807.8571429,,,2787.269155,0%
ROTARIOS (U HAB),9226,2585.807714,19.38729356,-99.0407716,Iztapalapa,CDMX,2,0,323.5,,,2585.807714,0%
MERCED GOMEZ,3930,3043.385196,19.36588377,-99.20018144,Álvaro Obregón,CDMX,29,1,653.9310345,,,3043.385196,0%
SUTIC VALLEJO (U HAB),7330,2716.99,19.51606657,-99.13957583,Gustavo A. Madero,CDMX,4,0,2350,,,2716.99,0%
PLUTARCO ELIAS CALLES (U HAB),9250,2598.35,19.35404815,-99.06507261,Iztapalapa,CDMX,5,0,943.8,,,2598.35,0%
PENSIL SAN JUANICO,11500,2957.573241,19.4519648,-99.1902713,Miguel Hidalgo,CDMX,89,0,703.6853933,,,2957.573241,0%
REFORMA PENSIL,11440,2970.45,19.44930668,-99.19237454,Miguel Hidalgo,CDMX,92,0,703.2717391,,,2970.45,0%
INFONAVIT (U HAB),7330,2716.99,19.51602238,-99.1414472,Gustavo A. Madero,CDMX,5,0,2008.6,,,2716.99,0%
LA CONCHA,16210,2126.131789,19.25273494,-99.11556267,Xochimilco,CDMX,5,0,3151.2,,,2126.131789,0%
BELEN DE LAS FLORES,1110,2042.386705,19.39625474,-99.21659601,Álvaro Obregón,CDMX,1,0,300,,,2042.386705,0%
SAN RAFAEL II,6470,5431.791604,19.43840397,-99.16450353,Cuauhtémoc,CDMX,464,0,1142.424569,,,5431.791604,0%
ALBARRADAS (U HAB),9240,2598.35,19.35670999,-99.06197745,Iztapalapa,CDMX,9,0,832.8888889,,,2598.35,0%
LAS AMERICAS (U HAB),9240,2598.35,19.35673216,-99.06367948,Iztapalapa,CDMX,9,0,766.2222222,,,2598.35,0%
MAXIMINO AVILA CAMACHO,7770,2781.811835,19.47825609,-99.13734306,Gustavo A. Madero,CDMX,19,0,912.1052632,,,2781.811835,0%
LAS TINAJAS,5370,11771.848,19.35697515,-99.28070791,Cuajimalpa,CDMX,144,10,1557.520833,,,11771.848,0%
SAN JOSE (BARR),9040,2544.771418,19.36703746,-99.09280693,Iztapalapa,CDMX,0,0,0,,,2544.771418,0%
PRO HOGAR II,2600,3050.6498,19.47636895,-99.15582763,Azcapotzalco,CDMX,11,0,584.5454545,,,3050.6498,0%
SINATEL,9479,2745.306639,19.36121944,-99.13249221,Iztapalapa,CDMX,37,0,661.6216216,,,2745.306639,0%
LA REGADERA,9260,2559.551569,19.35303224,-99.0636712,Iztapalapa,CDMX,5,0,943.8,,,2559.551569,0%
INFONAVIT IZTACALCO (U HAB) II,8900,2608,19.38238009,-99.10637599,Iztacalco,CDMX,2,0,379.5,,,2608,0%
EL RELOJ,4000,3074.071993,19.3179868,-99.14140814,Coyoacán,CDMX,39,0,600.7179487,,,3074.071993,0%
SAN LORENZO LA CEBADA I,16040,2192.028412,19.28462271,-99.11880578,Xochimilco,CDMX,19,0,667.4736842,,,2192.028412,0%
XOPA (U HAB),9480,2662.33,19.36029545,-99.124986,Iztapalapa,CDMX,23,0,543.0869565,,,2662.33,0%
SANTA ANITA,8300,2790,19.40144995,-99.12087519,Iztacalco,CDMX,35,0,824.4,,,2790,0%
NARVARTE III,3020,4541.139261,19.39211218,-99.15864652,Benito Juárez,CDMX,286,0,895.3496503,,,4541.139261,0%
ERMITA,3590,3372.500455,19.3585345,-99.141205,Benito Juárez,CDMX,82,0,527.4390244,,,3372.500455,0%
Total general,16020,2564.398692,19.31558365,-99.23899667,Magdalena Contreras,CDMX,19,0,919.9473684,,,2564.398692,0%
CONSTITUCION DE 1917 II,9700,2529.258392,19.34892079,-99.05774399,Iztapalapa,CDMX,2,0,562,,,2529.258392,0%
MARIA G DE GARCIA RUIZ,1140,2048.649703,19.38760203,-99.21168494,Álvaro Obregón,CDMX,7,0,556.5714286,,,2048.649703,0%
GUADALUPE VICTORIA II,7870,2790.364011,19.47140818,-99.14071735,Gustavo A. Madero,CDMX,26,0,1081.384615,,,2790.364011,0%
DEFENSORES DE LA REPUBLICA,7880,2760.982271,19.47524248,-99.14304472,Gustavo A. Madero,CDMX,21,0,840,,,2760.982271,0%
CONSTITUCION DE 1917 I,9830,2551.628741,19.34970569,-99.06424927,Iztapalapa,CDMX,8,0,613.75,,,2551.628741,0%
BELEN DE LAS FLORES SECCION RELLENO,1110,2033.37,19.39824635,-99.21310168,Álvaro Obregón,CDMX,6,0,745.6666667,,,2033.37,0%
MOLINO DE SANTO DOMINGO (U HAB),1100,2047.48,19.39344058,-99.2036343,Álvaro Obregón,CDMX,9,0,736.6666667,,,2047.48,0%
PROGRESISTA,9960,2534.373587,19.35653059,-99.06777794,Iztapalapa,CDMX,6,0,1065,,,2534.373587,0%
SANTA CRUCITA (BARR),16080,2091.08,19.26223155,-99.10204379,Xochimilco,CDMX,6,0,860.1666667,,,2091.08,0%
EL ROSARIO (BARR),16090,2091.08,19.26247692,-99.10477139,Xochimilco,CDMX,6,0,860.1666667,,,2091.08,0%
LOMAS DE LOS ANGELES TETELPAN,1020,2133.966067,19.34354724,-99.21409825,Álvaro Obregón,CDMX,25,0,1150.08,,,2133.966067,0%
LAS PALMAS,1110,2033.37,19.3988964,-99.21115671,Álvaro Obregón,CDMX,7,0,674.8571429,,,2033.37,0%
REVOLUCION IMSS (U HAB),7760,5210.05,19.48546232,-99.13332027,Gustavo A. Madero,CDMX,33,3,432.5151515,,,5210.05,0%
SAN JUAN DE ARAGON 2A SECCION (U HAB) II,7969,2652.55,19.45669543,-99.08483365,Gustavo A. Madero,CDMX,5,0,494.6,,,2652.55,0%
LA CONCHITA,1100,2047.48,19.39127417,-99.20811188,Álvaro Obregón,CDMX,10,0,718,,,2047.48,0%
ESTRELLA,7810,2738.244745,19.47514581,-99.11673119,Gustavo A. Madero,CDMX,21,0,718.7142857,,,2738.244745,0%
BELEM (BARR),16090,2091.08,19.25992323,-99.10249013,Xochimilco,CDMX,7,0,1008,,,2091.08,0%
TIERRA NUEVA,16050,2086.706534,19.26596816,-99.11892058,Xochimilco,CDMX,6,0,449.3333333,,,2086.706534,0%
LA GUADALUPITA (BARR),16070,2091.08,19.26453282,-99.10172016,Xochimilco,CDMX,7,0,787.2857143,,,2091.08,0%
SAN DIEGO (BARR),16080,2091.08,19.2637827,-99.09990079,Xochimilco,CDMX,7,0,787.2857143,,,2091.08,0%
SINATEL (AMPL),9479,2662.33,19.36561776,-99.13012622,Iztapalapa,CDMX,30,0,651.4333333,,,2662.33,0%
LA JOYA,1230,2010.8,19.38460547,-99.21162082,Álvaro Obregón,CDMX,4,0,409,,,2010.8,0%
INFONAVIT PROLONGACION DIVISION DEL NORTE (U HAB),16050,2083.704944,19.27160938,-99.11656564,Xochimilco,CDMX,6,0,632.3333333,,,2083.704944,0%
MOLINO DE SANTO DOMINGO,1100,2032.97,19.39400066,-99.20788179,Álvaro Obregón,CDMX,9,0,736.6666667,,,2032.97,0%
BONANZA,1220,2010.8,19.38632942,-99.21547293,Álvaro Obregón,CDMX,5,0,411,,,2010.8,0%
EL PARAISO,1100,2010.8,19.39072409,-99.21263664,Álvaro Obregón,CDMX,5,0,361.2,,,2010.8,0%
CENTRO DE AZCAPOTZALCO,2000,3111.17,19.48092136,-99.18624676,Azcapotzalco,CDMX,34,0,466.4705882,,,3111.17,0%
LA CONCEPCION TLACOAPA (BARR),16200,2045.856386,19.26895122,-99.10433457,Xochimilco,CDMX,1,0,900,,,2045.856386,0%
GUERRERO IV,6010,4997.867755,19.4410683,-99.14187009,Cuauhtémoc,CDMX,414,0,1175.821256,,,4997.867755,0%
MARTIRES DE TACUBAYA,1160,2010.8,19.38701431,-99.21345708,Álvaro Obregón,CDMX,6,0,399.3333333,,,2010.8,0%
EL PRADO,9840,2797.350959,19.35814538,-99.13613068,Iztapalapa,CDMX,57,0,583.5614035,,,2797.350959,0%
COLINAS DE TARANGO,1610,2050.906837,19.36341493,-99.22048842,Álvaro Obregón,CDMX,14,0,1119.642857,,,2050.906837,0%
LA  LONJA,14470,2349.645665,19.29123932,-99.1804253,Tlalpan,CDMX,34,0,502.2352941,,,2349.645665,0%
LAS AGUILAS (AMPL),1700,2045.382124,19.35083796,-99.2178449,Álvaro Obregón,CDMX,14,0,1399.571429,,,2045.382124,0%
AGRICOLA ORIENTAL V,8520,2601,19.39450845,-99.0690467,Iztacalco,CDMX,13,0,757.2307692,,,2601,0%
SAN JUAN DE ARAGON 1A SECCION (U HAB) II,7970,2652.55,19.46214892,-99.0913633,Gustavo A. Madero,CDMX,11,0,579.7272727,,,2652.55,0%
EL CENTINELA,4400,3079.773343,19.33571128,-99.13956863,Coyoacán,CDMX,54,0,576.3333333,,,3079.773343,0%
SAN JUAN DE ARAGON 3A SECCION (U HAB) I,7990,2677.35,19.45206086,-99.07316109,Gustavo A. Madero,CDMX,16,0,710.25,,,2677.35,0%
ISIDRO FABELA,1100,2010.8,19.38636281,-99.20900325,Álvaro Obregón,CDMX,8,0,527,,,2010.8,0%
ZENON DELGADO,1120,2010.8,19.38852888,-99.21582611,Álvaro Obregón,CDMX,8,0,439,,,2010.8,0%
SAN JUAN DE ARAGON 7 SECC (U HAB) II,7920,2598.54,19.46936499,-99.0733484,Gustavo A. Madero,CDMX,2,0,400,,,2598.54,0%
JUAN ESCUTIA II,9100,2478.21156,19.39025881,-99.03936581,Iztapalapa,CDMX,3,0,277.3333333,,,2478.21156,0%
SAN LUCAS (BARR),9820,2473.80308,19.3593154,-99.09666953,Iztapalapa,CDMX,3,0,900,,,2473.80308,0%
TEPEPAN (AMPL),16600,2101.36596,19.26382478,-99.13194672,Xochimilco,CDMX,14,0,685.8571429,,,2101.36596,0%
POLVORA,1100,2008.542353,19.39223691,-99.20474643,Álvaro Obregón,CDMX,9,0,774.4444444,,,2008.542353,0%
SAN JUAN DE ARAGON 6A SECCION (U HAB) II,7979,2598.54,19.46629079,-99.06397923,Gustavo A. Madero,CDMX,4,0,479.25,,,2598.54,0%
SAN JUAN DE ARAGON 6A SECCION (U HAB) I,7979,2598.54,19.4693928,-99.06938285,Gustavo A. Madero,CDMX,4,0,382.5,,,2598.54,0%
TLAXPANA,11370,3682.64,19.44084475,-99.16951088,Miguel Hidalgo,CDMX,246,0,4548.268293,,,3682.64,0%
LOMAS DE BECERRA ARVIDE (U HAB),1279,2010.8,19.38305339,-99.20688479,Álvaro Obregón,CDMX,10,0,682.3,,,2010.8,0%
INSURGENTES MIXCOAC,3920,7745.848262,19.3726474,-99.18292873,Benito Juárez,CDMX,181,5,992.878453,,,7745.848262,0%
SANTA URSULA COAPA (PBLO),4650,3769.634117,19.31044083,-99.14424633,Coyoacán,CDMX,41,1,671.0487805,,,3769.634117,0%
EX EJIDO SAN FRANCISCO CULHUACAN II,4260,3008.181508,19.33106077,-99.12626325,Coyoacán,CDMX,45,0,652.6888889,,,3008.181508,0%
NUEVA ORIENTAL COAPA-EX HACIENDA COAPA,14397,3273.942787,19.2979382,-99.12855487,Tlalpan,CDMX,64,1,883.75,,,3273.942787,0%
RICARDO FLORES MAGON (AMPL),9830,2479.811693,19.35444648,-99.1003347,Iztapalapa,CDMX,7,0,859.1428571,,,2479.811693,0%
PENSIL NORTE,11550,2970.45,19.45015168,-99.19674588,Miguel Hidalgo,CDMX,118,0,974.7118644,,,2970.45,0%
ABRAHAM GONZALEZ,1160,2010.8,19.38652643,-99.20472555,Álvaro Obregón,CDMX,12,0,672.25,,,2010.8,0%
SAN JUAN DE ARAGON 2A SECCION (U HAB) I,7970,2652.55,19.45096531,-99.08674702,Gustavo A. Madero,CDMX,18,0,954.1666667,,,2652.55,0%
FRANCISCO VILLA,1170,2010.8,19.38422823,-99.20409387,Álvaro Obregón,CDMX,13,0,962.5384615,,,2010.8,0%
FOVISSTE ARAGON (U HAB),7990,2759.89,19.45358754,-99.06142255,Gustavo A. Madero,CDMX,38,0,620.7105263,,,2759.89,0%
PURISIMA ATLAZOLPA,9429,2455.34,19.37997736,-99.10816777,Iztapalapa,CDMX,6,0,1052.333333,,,2455.34,0%
GUERRERO I,6300,4162.169243,19.44878428,-99.14377672,Cuauhtémoc,CDMX,142,1,664.3661972,,,4162.169243,0%
JUSTO SIERRA,9470,2689.955952,19.36240918,-99.13482796,Iztapalapa,CDMX,49,0,610.5714286,,,2689.955952,0%
ARVIDE,1280,1990.615667,19.38144681,-99.20412203,Álvaro Obregón,CDMX,11,0,987.9090909,,,1990.615667,0%
AVANTE,4460,2992.105131,19.32845464,-99.13475483,Coyoacán,CDMX,49,0,736.3877551,,,2992.105131,0%
AGUILAS 3ER PARQUE,1750,1992.200201,19.35259597,-99.21996603,Álvaro Obregón,CDMX,12,0,1425.083333,,,1992.200201,0%
EX EJIDO SAN FRANCISCO CULHUACAN III,4260,2864.681111,19.33067581,-99.12219984,Coyoacán,CDMX,26,0,678.0769231,,,2864.681111,0%
SAN JUAN DE ARAGON 1A SECCION (U HAB) I,7979,2652.55,19.45564942,-99.0924271,Gustavo A. Madero,CDMX,21,0,974.3333333,,,2652.55,0%
SAN MIGUEL (BARR),9660,2448.576891,19.35613764,-99.07865812,Iztapalapa,CDMX,6,0,833.1666667,,,2448.576891,0%
JARDINES DE CHURUBUSCO,9420,2443.916358,19.37501689,-99.10649216,Iztapalapa,CDMX,7,0,1751.428571,,,2443.916358,0%
OLIVAR DEL CONDE 1RA SECCION I,1400,1950.142662,19.37526528,-99.20469722,Álvaro Obregón,CDMX,5,0,387.8,,,1950.142662,0%
LA ESMERALDA (U HAB),7580,2530.28,19.48930997,-99.08520953,Gustavo A. Madero,CDMX,0,0,0,,,2530.28,0%
LA ESMERALDA I,7549,2530.28,19.48658821,-99.08713081,Gustavo A. Madero,CDMX,0,0,0,,,2530.28,0%
LA ESMERALDA II,7540,2530.28,19.48590192,-99.08605029,Gustavo A. Madero,CDMX,0,0,0,,,2530.28,0%
LA ESMERALDA III,7540,2530.28,19.48481732,-99.08457531,Gustavo A. Madero,CDMX,0,0,0,,,2530.28,0%
SAN BERNABE (BARR),2800,2969.598796,19.46793636,-99.17358688,Azcapotzalco,CDMX,26,0,677.6153846,,,2969.598796,0%
SAN BARTOLO EL CHICO,14380,2289.957442,19.28488324,-99.13098775,Tlalpan,CDMX,35,0,763.2285714,,,2289.957442,0%
AMERICAS UNIDAS-DEL LAGO,3430,4228.090756,19.38212361,-99.14154723,Benito Juárez,CDMX,127,1,582.9212598,,,4228.090756,0%
EDUARDO MOLINA I (U HAB),7458,2530.28,19.48314849,-99.09104532,Gustavo A. Madero,CDMX,2,0,575,,,2530.28,0%
EDUARDO MOLINA II (U HAB),7469,2530.28,19.4831208,-99.09213066,Gustavo A. Madero,CDMX,2,0,575,,,2530.28,0%
FERROCARRILERA INSURGENTES,7495,2530.28,19.48203461,-99.09236489,Gustavo A. Madero,CDMX,2,0,575,,,2530.28,0%
SAN CRISTOBAL (BARR),16090,2009.986354,19.25995954,-99.09911174,Xochimilco,CDMX,7,0,1008,,,2009.986354,0%
SAN PABLO (BARR),9820,2445.677579,19.35961399,-99.088706,Iztapalapa,CDMX,9,0,500.1111111,,,2445.677579,0%
EL COYOL (U HAB),7420,2518.686,19.48808983,-99.09008188,Gustavo A. Madero,CDMX,0,0,0,,,2518.686,0%
SAN ESTEBAN (BARR),16450,1992.528548,19.26277213,-99.09730478,Xochimilco,CDMX,4,0,740.25,,,1992.528548,0%
ACTIPAN,3230,7835.214069,19.36933442,-99.17817926,Benito Juárez,CDMX,230,5,1105.247826,,,7835.214069,0%
PLAZA ORIENTE (RDCIAL),7456,2530.28,19.48490154,-99.09232359,Gustavo A. Madero,CDMX,3,0,533.6666667,,,2530.28,0%
ADOLFO LOPEZ MATEOS,15970,2128.557314,19.42177275,-99.07150866,Venustiano Carranza,CDMX,19,0,1052.684211,,,2128.557314,0%
1RA VICTORIA,1150,2061.619503,19.38668603,-99.20198527,Álvaro Obregón,CDMX,29,0,1033.310345,,,2061.619503,0%
SAN MARCOS (AMPL),16600,1980.241054,19.27018463,-99.1123946,Xochimilco,CDMX,3,0,621.3333333,,,1980.241054,0%
JUAN ESCUTIA I,9100,2495.760804,19.39585098,-99.05020867,Iztapalapa,CDMX,21,0,1154.809524,,,2495.760804,0%
IZTACCIHUATL,3020,3129.022376,19.39025127,-99.13581698,Benito Juárez,CDMX,71,0,558.6760563,,,3129.022376,0%
AGRICOLA ORIENTAL III,8500,2487,19.39047869,-99.07563191,Iztacalco,CDMX,9,0,802.3333333,,,2487,0%
GUADALUPE DEL MORAL,9830,2331.685178,19.36958526,-99.07421027,Iztapalapa,CDMX,2,0,15201.5,,,2331.685178,0%
M MAZA DE JUAREZ (U HAB),9330,2271.425489,19.36983956,-99.06977001,Iztapalapa,CDMX,1,0,30004,,,2271.425489,0%
SAN JUAN DE ARAGON 3A SECCION (U HAB) II,7969,2677.35,19.45164733,-99.06915914,Gustavo A. Madero,CDMX,35,0,636.1142857,,,2677.35,0%
JOSE MARIA MORELOS Y PAVON I (U HAB),7459,2530.28,19.48391916,-99.0944814,Gustavo A. Madero,CDMX,8,0,509.375,,,2530.28,0%
OCHO DE AGOSTO,3820,5843.884139,19.39407837,-99.18686582,Benito Juárez,CDMX,158,3,834.1012658,,,5843.884139,0%
RESIDENCIAL EMPERADORES,3310,4423.785389,19.36837269,-99.15805478,Benito Juárez,CDMX,177,1,971.2937853,,,4423.785389,0%
HEROE DE NACOZARI,7870,2653.709467,19.47098618,-99.14342357,Gustavo A. Madero,CDMX,33,0,636.2121212,,,2653.709467,0%
BANJIDAL,9470,2722.10575,19.36266597,-99.13719605,Iztapalapa,CDMX,68,0,579.8970588,,,2722.10575,0%
