nombre_col,num_code,prom_valor_unitario_suelo,latitud,longitud,alcaldia,estado,no_airbnb,no_starbucks,airbnb_mean_price,flag_airbnb,flag_starbucks,valor_unitario_pred,cambio_porcentual
SANTA URSULA XITLA,14720,3180.798242,19.28051003,-99.17889655,Tlalpan,CDMX,27,0,677.1481481,,,3180.798242,0%
INDUSTRIAL PUERTO AEREO (FRACC),15710,3259.221081,19.42181728,-99.09317553,Venustiano Carranza,CDMX,49,0,827.0408163,,,3259.221081,0%
JARDINES DEL PEDREGAL,1900,4899.766953,19.31901441,-99.20876909,Álvaro Obregón,CDMX,5,2,2214.4,,,4899.766953,0%
MAGDALENA  MIXHUCA,15860,3077.712682,19.40724312,-99.11809437,Venustiano Carranza,CDMX,27,0,978.7777778,,,3077.712682,0%
POPULAR RASTRO,15300,3040.667574,19.45237958,-99.1197982,Venustiano Carranza,CDMX,22,0,522.9545455,,,3040.667574,0%
5TO TRAMO DE 20 DE NOVIEMBRE,15800,3020.98,19.44949179,-99.10693227,Venustiano Carranza,CDMX,20,0,561.95,,,3020.98,0%
DOCTORES III,6720,4649.759283,19.41640848,-99.1461753,Cuauhtémoc,CDMX,134,0,909.6791045,,,4649.759283,0%
VISTA ALEGRE,6850,4113.155331,19.41057398,-99.13308468,Cuauhtémoc,CDMX,64,0,636.390625,,,4113.155331,0%
MORELOS II,6020,3818.45,19.44722814,-99.12656272,Cuauhtémoc,CDMX,26,0,1027.576923,,,3818.45,0%
MAGDALENA  MIXHUCA (PBLO),15900,3098.991196,19.41033651,-99.11686714,Venustiano Carranza,CDMX,32,0,1091.5625,,,3098.991196,0%
CENTRO URBANO TLALPAN (U HAB),4317,4118.344629,19.33867109,-99.14203701,Coyoacán,CDMX,43,0,612.9767442,,,4118.344629,0%
20 DE NOVIEMBRE (AMPL),15360,3020.98,19.44182948,-99.11404575,Venustiano Carranza,CDMX,22,0,572.8636364,,,3020.98,0%
BEJERO,1210,2832.99,19.38093061,-99.24544611,Álvaro Obregón,CDMX,20,0,909.7,,,2832.99,0%
DR ALFONSO ORTIZ TIRADO,9090,3396.169467,19.38717101,-99.07811019,Iztapalapa,CDMX,5,0,584.8,,,3396.169467,0%
PALO ALTO (GRANJAS),5118,4332.982923,19.38435145,-99.25377594,Cuajimalpa,CDMX,84,0,1610.892857,,,4332.982923,0%
SEVILLA,15870,3112.961309,19.41065751,-99.12321421,Venustiano Carranza,CDMX,35,0,1127.028571,,,3112.961309,0%
PERALVILLO II,6200,4031.864293,19.46097882,-99.13103984,Cuauhtémoc,CDMX,56,0,508.7857143,,,4031.864293,0%
SAN JERONIMO ACULCO - LIDICE (PBLO),10200,4561.399853,19.32410215,-99.22509303,Magdalena Contreras,CDMX,31,1,912.6774194,,,4561.399853,0%
LOS CIPRESES,4100,3949.843838,19.31958916,-99.12902007,Coyoacán,CDMX,25,0,1101.4,,,3949.843838,0%
EL ARENAL PTO AEREO (FRACC),15640,2872.23,19.42887942,-99.06099906,Venustiano Carranza,CDMX,5,0,461,,,2872.23,0%
PRIMERO DE MAYO,15540,3020.98,19.44565721,-99.10131936,Venustiano Carranza,CDMX,25,0,641.36,,,3020.98,0%
BATALLON DE SAN PATRICIO (U HAB),1400,2768.64,19.37154034,-99.20655776,Álvaro Obregón,CDMX,14,0,477.4285714,,,2768.64,0%
PUENTE SIERRA,10200,4343.265,19.33111026,-99.21222878,Magdalena Contreras,CDMX,20,1,25662.95,,,4343.265,0%
TIZAPAN_TIZAPAN SAN ANGEL,1000,6465.30461,19.3361753,-99.20104786,Álvaro Obregón,CDMX,81,3,1385.012346,,,6465.30461,0%
SIMON  BOLIVAR,15420,3020.98,19.44833359,-99.09741551,Venustiano Carranza,CDMX,26,0,837.2692308,,,3020.98,0%
COLINAS DEL BOSQUE-LAS TORTOLAS,14648,3052.217696,19.27747337,-99.1492407,Tlalpan,CDMX,19,0,726.9473684,,,3052.217696,0%
CTM IX CULHUACAN 32-33 (U HAB),4220,3764.91,19.30946391,-99.10264491,Coyoacán,CDMX,2,0,294.5,,,3764.91,0%
OBRERA III,6800,4077.441067,19.41070175,-99.14179287,Cuauhtémoc,CDMX,67,0,1315.268657,,,4077.441067,0%
CANAL NACIONAL (U HAB),4909,3764.91,19.30856854,-99.10076225,Coyoacán,CDMX,3,0,296.3333333,,,3764.91,0%
VALLE GOMEZ,15220,3020.98,19.45689246,-99.11950353,Venustiano Carranza,CDMX,27,0,597.4074074,,,3020.98,0%
HUESO PERIFERICO-ISSSFAM NO. 7 (U HABS),14338,2952.437039,19.29733866,-99.10342202,Tlalpan,CDMX,7,0,777.4285714,,,2952.437039,0%
IGNACIO CHAVEZ (U HAB),14430,2948.441725,19.29708277,-99.10428997,Tlalpan,CDMX,7,0,777.4285714,,,2948.441725,0%
DAMIAN CARMONA,15450,3020.98,19.4430467,-99.10270968,Venustiano Carranza,CDMX,28,0,669.7857143,,,3020.98,0%
CIUDAD UNIVERSITARIA,4510,6350.760884,19.3357402,-99.19419933,Coyoacán,CDMX,67,2,1211.358209,,,6350.760884,0%
EX HACIENDA COAPA,4220,5029.991862,19.30945259,-99.13539473,Coyoacán,CDMX,32,1,611.9375,,,5029.991862,0%
FLORIDA,1030,6471.154597,19.35752987,-99.18061311,Álvaro Obregón,CDMX,87,3,1577.965517,,,6471.154597,0%
FIVIPORT (U HAB),15669,2872.23,19.42662195,-99.06108314,Venustiano Carranza,CDMX,9,0,836.1111111,,,2872.23,0%
ROMERO RUBIO,15550,3020.98,19.44258244,-99.09660133,Venustiano Carranza,CDMX,29,0,689.4827586,,,3020.98,0%
ALVARO OBREGON,15990,3062.57,19.41284667,-99.11870734,Venustiano Carranza,CDMX,35,0,1003.514286,,,3062.57,0%
LA CEBADA,16038,2861.955672,19.27697173,-99.12311507,Xochimilco,CDMX,20,0,1005.85,,,2861.955672,0%
ROMULO SANCHEZ-SAN FERNANDO (BARR)-PEA POBRE,14269,3247.690283,19.29696031,-99.17902992,Tlalpan,CDMX,49,0,535.7755102,,,3247.690283,0%
VENUSTIANO CARRANZA,15500,3020.98,19.43935831,-99.11131342,Venustiano Carranza,CDMX,30,0,577.2333333,,,3020.98,0%
AGRICOLA ORIENTAL VI,8560,3475,19.39560413,-99.06197953,Iztacalco,CDMX,13,0,553,,,3475,0%
NAPOLES,3840,10237.0432,19.39417066,-99.17582765,Benito Juárez,CDMX,722,1,1215.966759,,,10237.0432,0%
AERONAUTICA MILITAR,15970,3062.57,19.42001205,-99.11591294,Venustiano Carranza,CDMX,37,0,1317.756757,,,3062.57,0%
20 DE NOVIEMBRE,15700,3020.98,19.44418461,-99.10885679,Venustiano Carranza,CDMX,31,0,616.6774194,,,3020.98,0%
AARON SAENZ,15894,3062.57,19.41303713,-99.12313378,Venustiano Carranza,CDMX,37,0,1216.540541,,,3062.57,0%
24 DE ABRIL,15980,3062.57,19.41598745,-99.11662069,Venustiano Carranza,CDMX,37,0,1154.783784,,,3062.57,0%
COPILCO EL BAJO,4318,6607.144727,19.33907721,-99.18588019,Coyoacán,CDMX,109,2,1108.550459,,,6607.144727,0%
VENUSTIANO CARRANZA (AMPL),15340,3020.98,19.4441314,-99.10502832,Venustiano Carranza,CDMX,32,0,633.03125,,,3020.98,0%
TACUBAYA,11878,3922.430236,19.39905897,-99.18790984,Miguel Hidalgo,CDMX,109,0,964.3761468,,,3922.430236,0%
ESTADO DE HIDALGO (AMPL),1520,2659.25,19.39769761,-99.20906618,Álvaro Obregón,CDMX,6,0,737.3333333,,,2659.25,0%
OBRERA II,6720,4161.630271,19.41517318,-99.13993207,Cuauhtémoc,CDMX,86,0,912.0930233,,,4161.630271,0%
NICOLAS BRAVO,15520,3105.115313,19.45407608,-99.12345574,Venustiano Carranza,CDMX,44,0,604.8636364,,,3105.115313,0%
CAFETALES II (RDCIAL),4039,3782.017175,19.30778544,-99.10637409,Coyoacán,CDMX,13,0,585.9230769,,,3782.017175,0%
CAMPESTRE CHURUBUSCO,4200,3980.103282,19.34543131,-99.1350432,Coyoacán,CDMX,40,0,593.525,,,3980.103282,0%
PAULINO NAVARRO,6080,3888.605939,19.41186803,-99.1304246,Cuauhtémoc,CDMX,50,0,744.88,,,3888.605939,0%
CTM IX CULHUACAN ZONA 29-30 (U HAB),4430,3715.290047,19.31301946,-99.1024081,Coyoacán,CDMX,5,0,277.8,,,3715.290047,0%
CTM IXA CULHUACAN (U HAB),4440,3764.91,19.31115485,-99.10595234,Coyoacán,CDMX,12,0,592,,,3764.91,0%
CAFETALES I (RDCIAL),4918,3814.501342,19.31303889,-99.10964201,Coyoacán,CDMX,20,0,547.15,,,3814.501342,0%
TRES MOSQUETEROS,15340,3020.98,19.44075623,-99.106519,Venustiano Carranza,CDMX,35,0,625.8285714,,,3020.98,0%
PERIODISTA FRANCISCO ZARCO,3620,4952.145152,19.38255994,-99.14621612,Benito Juárez,CDMX,163,0,781.5276074,,,4952.145152,0%
OBRERA IV,6000,3956.408185,19.41039742,-99.13805405,Cuauhtémoc,CDMX,63,0,969.015873,,,3956.408185,0%
TIZAMPAMPANO,1700,2793.65,19.34212119,-99.22083314,Álvaro Obregón,CDMX,28,0,1075.357143,,,2793.65,0%
MOLINO DE ROSAS (AMPL),1410,2768.64,19.36995095,-99.20150713,Álvaro Obregón,CDMX,25,0,909.92,,,2768.64,0%
PINO (U HAB),15900,2873.51,19.40975372,-99.09861492,Venustiano Carranza,CDMX,18,0,1186.666667,,,2873.51,0%
PROGRESISTA,15370,3020.98,19.43619728,-99.10879432,Venustiano Carranza,CDMX,38,0,576.4473684,,,3020.98,0%
CENTRO I,6000,5255.666457,19.44174293,-99.13152682,Cuauhtémoc,CDMX,244,0,1056.22541,,,5255.666457,0%
REVOLUCION,15460,3020.98,19.43929921,-99.10404467,Venustiano Carranza,CDMX,39,0,643.1794872,,,3020.98,0%
AZTECA,15320,3020.98,19.4383333,-99.10792059,Venustiano Carranza,CDMX,39,0,638.9230769,,,3020.98,0%
ZAPOTE-LUIS DONALDO COLOSIO (U HABS),14070,3252.847966,19.3001705,-99.17860711,Tlalpan,CDMX,60,0,666.2333333,,,3252.847966,0%
ALIANZA POPULAR REVOLUCIONARIA PONIENTE (U HAB),4220,4844.432723,19.31439172,-99.12179324,Coyoacán,CDMX,27,1,501.3703704,,,4844.432723,0%
NUEVA INDUSTRIAL VALLEJO (FRACC),7729,4481.330051,19.50813387,-99.15310621,Gustavo A. Madero,CDMX,11,1,591.3636364,,,4481.330051,0%
REAL DEL MORAL (FRACC),9030,3297.644003,19.38993716,-99.08217841,Iztapalapa,CDMX,12,0,755,,,3297.644003,0%
AQUILES SERDAN,15450,3020.98,19.44707773,-99.09192395,Venustiano Carranza,CDMX,41,0,705.097561,,,3020.98,0%
MIGUEL HIDALGO,15470,3020.98,19.43602936,-99.10642377,Venustiano Carranza,CDMX,41,0,595.4878049,,,3020.98,0%
BUENAVISTA I,6350,5493.173782,19.44854832,-99.14818801,Cuauhtémoc,CDMX,141,1,713.2695035,,,5493.173782,0%
ANAHUAC I,11529,3682.64,19.44729929,-99.17490486,Miguel Hidalgo,CDMX,90,0,919.7666667,,,3682.64,0%
ASTURIAS (AMPL),6890,4003.204883,19.40704621,-99.13107209,Cuauhtémoc,CDMX,79,0,671.2151899,,,4003.204883,0%
MORELOS I,6000,3866.667324,19.44984279,-99.12983248,Cuauhtémoc,CDMX,61,0,930.5409836,,,3866.667324,0%
LOS GIRASOLES II,4220,4869.076502,19.30541019,-99.12362833,Coyoacán,CDMX,37,1,642.7837838,,,4869.076502,0%
PASEOS DEL SUR,16058,2742.504567,19.27454128,-99.12299273,Xochimilco,CDMX,17,0,583.0588235,,,2742.504567,0%
MOLINO DE ROSAS,1400,2767.479264,19.37244774,-99.19939143,Álvaro Obregón,CDMX,32,0,910.25,,,2767.479264,0%
HEROES DE PADIERNA,10700,5544.133984,19.3131048,-99.22259918,Magdalena Contreras,CDMX,58,2,1664.844828,,,5544.133984,0%
NARVARTE IV,3020,5475.564554,19.39254994,-99.15149207,Benito Juárez,CDMX,252,0,891.4444444,,,5475.564554,0%
SAN LORENZO,16790,2791.162388,19.27991447,-99.12509928,Xochimilco,CDMX,25,0,862.24,,,2791.162388,0%
LA NORIA TEPEPAN,16630,2682.757457,19.26561221,-99.12797838,Xochimilco,CDMX,11,0,539.7272727,,,2682.757457,0%
XOCO,3330,6316.729176,19.36283518,-99.16465003,Benito Juárez,CDMX,238,1,1210.710084,,,6316.729176,0%
INDUSTRIAL I,7880,3513.077005,19.47397784,-99.12415656,Gustavo A. Madero,CDMX,32,0,605.53125,,,3513.077005,0%
MORELOS III,6200,4217.695773,19.44535479,-99.13333801,Cuauhtémoc,CDMX,121,0,1035.454545,,,4217.695773,0%
JOSEFA ORTIZ DE DOMINGUEZ,3410,4408.168607,19.38762736,-99.14056248,Benito Juárez,CDMX,115,0,580.8173913,,,4408.168607,0%
ASTURIAS,6820,3911.423753,19.40468354,-99.13026098,Cuauhtémoc,CDMX,79,0,669.3164557,,,3911.423753,0%
SANTA URSULA COYOACAN,4650,3966.915489,19.30373716,-99.17246613,Coyoacán,CDMX,66,0,823.3030303,,,3966.915489,0%
INFONAVIT IZTACALCO (U HAB) I,8900,3198,19.38550511,-99.10605858,Iztacalco,CDMX,2,0,379.5,,,3198,0%
VISTAS DEL MAUREL (U HAB),4700,3946.77,19.30528376,-99.17338819,Coyoacán,CDMX,64,0,776.34375,,,3946.77,0%
ALIANZA POPULAR REVOLUCIONARIA ORIENTE (U HAB),4000,4712.131928,19.31410109,-99.11691476,Coyoacán,CDMX,32,1,678.875,,,4712.131928,0%
VALLE GOMEZ,6240,3585.540372,19.45879687,-99.12495966,Cuauhtémoc,CDMX,37,0,574.7027027,,,3585.540372,0%
EMILIANO ZAPATA,4815,3761.989901,19.3266326,-99.13793632,Coyoacán,CDMX,40,0,706.2,,,3761.989901,0%
PERALVILLO I,6200,3915.68,19.4626292,-99.13699515,Cuauhtémoc,CDMX,84,0,551.8095238,,,3915.68,0%
ATLAMPA,6450,4047.926597,19.4580646,-99.15545556,Cuauhtémoc,CDMX,103,0,738.5631068,,,4047.926597,0%
DEL VALLE VI,3100,8132.476503,19.37560985,-99.16426277,Benito Juárez,CDMX,230,3,973.8869565,,,8132.476503,0%
JARDIN BALBUENA III,15990,2873.582898,19.41402202,-99.10489203,Venustiano Carranza,CDMX,37,0,794.8648649,,,2873.582898,0%
CONJUNTO HABITACIONAL PEDREGAL DEL LAGO,14260,4952.23,19.30905969,-99.22446628,Tlalpan,CDMX,42,2,1278.809524,,,4952.23,0%
OBRERA I,6000,4239.503041,19.41932771,-99.13959958,Cuauhtémoc,CDMX,133,0,896.7518797,,,4239.503041,0%
HACIENDA SAN JUAN-RINCON DE SAN JUAN-CHIMALI,14389,3025.058646,19.29085123,-99.14372599,Tlalpan,CDMX,48,0,479.5416667,,,3025.058646,0%
XOTEPINGO,4610,3763.070411,19.32798748,-99.14063911,Coyoacán,CDMX,43,0,587.6046512,,,3763.070411,0%
PLANETARIO LINDAVISTA,7739,3318.85,19.49559759,-99.14156683,Gustavo A. Madero,CDMX,13,0,622.4615385,,,3318.85,0%
SANTA FE KM 8.5,1210,2840.195122,19.37979653,-99.24746741,Álvaro Obregón,CDMX,57,0,1456.438596,,,2840.195122,0%
MIGUEL ALEMAN,3410,4638.627704,19.38973089,-99.14451923,Benito Juárez,CDMX,160,0,758.3625,,,4638.627704,0%
LA CANTERA (U HAB),4360,3990.633211,19.33400081,-99.17457714,Coyoacán,CDMX,78,0,518.9487179,,,3990.633211,0%
SAN FRANCISCO CULHUACAN (PBLO),4260,3583.975309,19.33528248,-99.11926237,Coyoacán,CDMX,20,0,724.75,,,3583.975309,0%
INFONAVIT (U HAB),10200,3239.331875,19.33660631,-99.20842494,Magdalena Contreras,CDMX,47,0,12110.29787,,,3239.331875,0%
EL CAPULIN,1110,2468.285337,19.39634083,-99.2107809,Álvaro Obregón,CDMX,7,0,674.8571429,,,2468.285337,0%
JARDIN BALBUENA II,15950,2873.51,19.41780387,-99.11353258,Venustiano Carranza,CDMX,44,0,1191.227273,,,2873.51,0%
ALFALFAR,1410,2582.93,19.37565654,-99.20050881,Álvaro Obregón,CDMX,24,0,1049.375,,,2582.93,0%
EL SANTUARIO,9870,3078.3491,19.35508334,-99.09244461,Iztapalapa,CDMX,7,0,601.2857143,,,3078.3491,0%
PASEO DE LAS LOMAS-SAN GABRIEL,1330,8620.421074,19.37197111,-99.26404403,Álvaro Obregón,CDMX,57,6,1328.105263,,,8620.421074,0%
CHAPULTEPEC MORALES (POLANCO),11590,14623.38974,19.43463047,-99.18705861,Miguel Hidalgo,CDMX,863,6,2191.411356,,,14623.38974,0%
SANTA MARIA LA RIBERA II,6030,4678.025079,19.44956766,-99.15832461,Cuauhtémoc,CDMX,207,0,935.3091787,,,4678.025079,0%
SAN MATEO (BARR),4120,5577.574072,19.35161096,-99.14850567,Coyoacán,CDMX,178,1,1014.449438,,,5577.574072,0%
LEGARIA,11470,3294.909259,19.45547373,-99.19309348,Miguel Hidalgo,CDMX,64,0,783.46875,,,3294.909259,0%
SANTA MARIA AZTAHUACAN (U HAB),9730,3041.907143,19.34209517,-99.02712711,Iztapalapa,CDMX,5,0,403.2,,,3041.907143,0%
KENNEDY (U HAB),15990,2873.51,19.41993157,-99.11123654,Venustiano Carranza,CDMX,48,0,1104.520833,,,2873.51,0%
VILLA COAPA (RDCIAL),14390,2795.98,19.2899589,-99.11913992,Tlalpan,CDMX,27,0,544.9259259,,,2795.98,0%
SANTA MARIA LA RIBERA I,6400,4443.054346,19.45292831,-99.15826925,Cuauhtémoc,CDMX,181,0,929.640884,,,4443.054346,0%
POPOTLA I,11900,4170.338401,19.45714395,-99.17823394,Miguel Hidalgo,CDMX,56,1,569.3214286,,,4170.338401,0%
ALPES (AMPL),1010,2462.18,19.35650852,-99.21026543,Álvaro Obregón,CDMX,12,0,803.25,,,2462.18,0%
ANZURES,11598,10579.21502,19.43175566,-99.17795453,Miguel Hidalgo,CDMX,724,3,1457.258287,,,10579.21502,0%
PEMEX PRADOS DEL ROSARIO (U HAB),2410,3520.384841,19.50417488,-99.20757956,Azcapotzalco,CDMX,3,0,453.3333333,,,3520.384841,0%
MIXCOAC,3910,5217.060706,19.37272399,-99.19011704,Benito Juárez,CDMX,125,1,846.496,,,5217.060706,0%
CONCORDIA ZARAGOZA (U HAB),9140,2974.280443,19.36778953,-99.00777143,Iztapalapa,CDMX,2,0,320,,,2974.280443,0%
MODELO (U),9470,3126.917294,19.36388119,-99.12515795,Iztapalapa,CDMX,25,0,475.84,,,3126.917294,0%
MILITAR 1 K LOMAS DE SOTELO (U HAB),11619,2873.227356,19.44109268,-99.22248207,Miguel Hidalgo,CDMX,10,0,1232.1,,,2873.227356,0%
DOCTORES I,6720,5140.7927,19.42296373,-99.14712242,Cuauhtémoc,CDMX,292,0,835.8630137,,,5140.7927,0%
LOS GIRASOLES III,4920,4468.473388,19.3079899,-99.12586933,Coyoacán,CDMX,30,1,504.7666667,,,4468.473388,0%
SAN MIGUEL CHAPULTEPEC I,11870,4590.158578,19.4111076,-99.18809057,Miguel Hidalgo,CDMX,268,0,1225.298507,,,4590.158578,0%
ROMERO DE TERREROS (FRACC),4040,5336.036999,19.34163469,-99.17620483,Coyoacán,CDMX,161,1,873.4658385,,,5336.036999,0%
SANTA MARIA (U HAB),6430,3915.68,19.45628227,-99.15708062,Cuauhtémoc,CDMX,113,0,779.7433628,,,3915.68,0%
JARDINES DEL SUR,16090,2472.910743,19.2587491,-99.11649477,Xochimilco,CDMX,9,0,1984,,,2472.910743,0%
CACAMA,9880,3129.899327,19.3588574,-99.12648064,Iztapalapa,CDMX,29,0,550.2068966,,,3129.899327,0%
ARGENTINA ANTIGUA,11270,2969.344424,19.45569232,-99.20428408,Miguel Hidalgo,CDMX,28,0,734.5714286,,,2969.344424,0%
NARVARTE V,3020,5126.552726,19.38617732,-99.15694731,Benito Juárez,CDMX,263,0,920.5323194,,,5126.552726,0%
EL PARQUE,15980,2731.596183,19.41713759,-99.11913352,Venustiano Carranza,CDMX,38,0,1152.078947,,,2731.596183,0%
SANTA MARIA INSURGENTES,6040,3915.68,19.46213004,-99.14753601,Cuauhtémoc,CDMX,116,0,322.7068966,,,3915.68,0%
NONOALCO,3700,5510.670366,19.3810119,-99.18844913,Benito Juárez,CDMX,183,1,873.2131148,,,5510.670366,0%
ACUEDUCTO DE GUADALUPE (RDCIAL),7270,3093.31,19.5235893,-99.14979428,Gustavo A. Madero,CDMX,4,0,750,,,3093.31,0%
NONOALCO-TLATELOLCO (U HAB) I,6300,5084.39,19.45493884,-99.14755844,Cuauhtémoc,CDMX,153,1,484.9281046,,,5084.39,0%
VERTIZ NARVARTE,3020,4900.296341,19.38196451,-99.15346174,Benito Juárez,CDMX,234,0,935.2735043,,,4900.296341,0%
CENTRO V,6000,8564.346974,19.42751561,-99.13711908,Cuauhtémoc,CDMX,401,3,1357.099751,,,8564.346974,0%
CUCHILLA PANTITLAN,15700,2587.249128,19.42206761,-99.06302764,Venustiano Carranza,CDMX,19,0,1352.842105,,,2587.249128,0%
PANTITLAN III,8100,3249,19.41045627,-99.07179252,Iztacalco,CDMX,42,0,604.7142857,,,3249,0%
JUAN DE DIOS BATIZ (U HAB),7360,3136.06,19.50372083,-99.12972857,Gustavo A. Madero,CDMX,14,0,723.5714286,,,3136.06,0%
TORRE BLANCA (AMPL),11290,2970.45,19.45545127,-99.20000314,Miguel Hidalgo,CDMX,34,0,654,,,2970.45,0%
TEPEYAC INSURGENTES,7820,3223.64825,19.48373178,-99.1218466,Gustavo A. Madero,CDMX,28,0,509.9642857,,,3223.64825,0%
RINCONADA (U HAB),14387,2789.74,19.28634003,-99.13510594,Tlalpan,CDMX,40,0,536.25,,,2789.74,0%
SAN PEDRO (BARR),16090,2418.776582,19.25903252,-99.10764256,Xochimilco,CDMX,7,0,2294.428571,,,2418.776582,0%
SAN JOSE TICOMAN,7550,3082.914754,19.50481225,-99.13225222,Gustavo A. Madero,CDMX,7,0,424.2857143,,,3082.914754,0%
DEL CARMEN,4000,5502.548512,19.35457535,-99.1612987,Coyoacán,CDMX,343,0,1264.093294,,,5502.548512,0%
NUEVA ARGENTINA (ARGENTINA PONIENTE),11410,2962.272522,19.45808632,-99.20710242,Miguel Hidalgo,CDMX,34,0,829.4117647,,,2962.272522,0%
PENSADOR MEXICANO II,15520,3020.98,19.44160859,-99.0888214,Venustiano Carranza,CDMX,88,0,569.3863636,,,3020.98,0%
MOCTEZUMA 2A SECCION IV,15600,2739.040868,19.4265789,-99.09792476,Venustiano Carranza,CDMX,46,0,664.1521739,,,2739.040868,0%
POTRERO DE SAN BERNARDINO,16400,2416.981752,19.26901317,-99.12020454,Xochimilco,CDMX,8,0,671.5,,,2416.981752,0%
SANTA FE (U HAB),1120,2349.13,19.38864258,-99.20651279,Álvaro Obregón,CDMX,9,0,754.4444444,,,2349.13,0%
STUNAM CULHUACAN (U HAB),4909,3273.75,19.32100016,-99.10311434,Coyoacán,CDMX,8,0,810.625,,,3273.75,0%
TORRES LINDAVISTA (FRACC),7750,3944.719855,19.510373,-99.1435466,Gustavo A. Madero,CDMX,5,1,1892.6,,,3944.719855,0%
CTM VIII CULHUACAN (U HAB),4440,3273.90225,19.31636606,-99.10391292,Coyoacán,CDMX,9,0,736,,,3273.90225,0%
CTM V CULHUACAN (U HAB),4440,3272.540503,19.331108,-99.1158062,Coyoacán,CDMX,9,0,332.2222222,,,3272.540503,0%
COLINAS DEL SUR,1430,2366.382976,19.36702597,-99.22459137,Álvaro Obregón,CDMX,15,0,2128.2,,,2366.382976,0%
EX HACIENDA SAN JUAN DE DIOS,14387,2787.394436,19.2877584,-99.13162099,Tlalpan,CDMX,46,0,726.8043478,,,2787.394436,0%
VILLA VERDUN,1480,2542.32478,19.33869692,-99.25693567,Álvaro Obregón,CDMX,42,0,547.8095238,,,2542.32478,0%
CTM VIIA CULHUACAN (U HAB),4489,3273.75,19.31923203,-99.10512937,Coyoacán,CDMX,11,0,680.6363636,,,3273.75,0%
OLIMPICA,4000,3785.99553,19.30407342,-99.16999198,Coyoacán,CDMX,91,0,874.5934066,,,3785.99553,0%
SAN ANDRES TETEPILCO (PBLO),9550,3002.2,19.37228459,-99.13088006,Iztapalapa,CDMX,25,0,482.32,,,3002.2,0%
CARMEN SERDAN,4850,3273.75,19.31976097,-99.10834572,Coyoacán,CDMX,12,0,644.5,,,3273.75,0%
GUADALUPE INSURGENTES,7870,3159.191272,19.47344849,-99.13255061,Gustavo A. Madero,CDMX,28,0,767.75,,,3159.191272,0%
NIOS HEROES DE CHAPULTEPEC,3400,4237.713762,19.38611266,-99.14423287,Benito Juárez,CDMX,151,0,737.7086093,,,4237.713762,0%
16 DE SEPTIEMBRE,11820,2717.94,19.40236346,-99.20684868,Miguel Hidalgo,CDMX,4,0,359.25,,,2717.94,0%
INDUSTRIAL II,7870,3165.47363,19.47493839,-99.12834942,Gustavo A. Madero,CDMX,30,0,647.8,,,3165.47363,0%
MORALES SECCION ALAMEDA (POLANCO),11570,13311.36859,19.43361641,-99.20466599,Miguel Hidalgo,CDMX,535,8,2378.543925,,,13311.36859,0%
LOMAS DE VISTA HERMOSA,5100,3158.367745,19.38034734,-99.27297753,Cuajimalpa,CDMX,10,0,1849.2,,,3158.367745,0%
CTM VII CULHUACAN (U HAB),4440,3272.7761,19.32531259,-99.1104125,Coyoacán,CDMX,16,0,552.6875,,,3272.7761,0%
TORRES TOREO,11260,2970.45,19.45720233,-99.21272251,Miguel Hidalgo,CDMX,47,0,986.1276596,,,2970.45,0%
NARVARTE VI,3020,4703.195715,19.38677557,-99.15045868,Benito Juárez,CDMX,229,0,854.5240175,,,4703.195715,0%
VILLA QUIETUD (FRACC),4000,3274.019389,19.30301949,-99.10610879,Coyoacán,CDMX,17,0,549.5294118,,,3274.019389,0%
PILOTO CULHUACAN (U HAB),4460,3273.75,19.32236547,-99.1118362,Coyoacán,CDMX,17,0,567.7647059,,,3273.75,0%
LOS OLIVOS (FRACC),4890,3304.194678,19.31357318,-99.13177669,Coyoacán,CDMX,22,0,690.9090909,,,3304.194678,0%
EL VERGEL DE COYOACAN ( INFONAVIT EL HUESO) (U HAB),4859,4323.3,19.30733156,-99.13653432,Coyoacán,CDMX,41,1,568.5365854,,,4323.3,0%
FELIPE PESCADOR,6280,3340.272025,19.45511388,-99.12491436,Cuauhtémoc,CDMX,51,0,671.6470588,,,3340.272025,0%
COVE,1100,2400.71,19.40118696,-99.19793007,Álvaro Obregón,CDMX,26,0,810.4230769,,,2400.71,0%
HERMOSILLO,4200,3543.373069,19.34689319,-99.12790507,Coyoacán,CDMX,61,0,706.2131148,,,3543.373069,0%
INFONAVIT CULHUACAN ZONA 2 (U HAB),4440,3273.75,19.33017346,-99.11920343,Coyoacán,CDMX,20,0,463.6,,,3273.75,0%
CANAL ONCE (U HAB),16300,2300.67,19.24794973,-99.11601552,Xochimilco,CDMX,0,0,0,,,2300.67,0%
CROC CULHUACAN SECC 6 (U HAB),4430,3273.75,19.32749611,-99.12158169,Coyoacán,CDMX,21,0,484.4285714,,,3273.75,0%
INFONAVIT CULHUACAN ZONA 3 (U HAB),4000,3273.75,19.32793937,-99.11871006,Coyoacán,CDMX,21,0,420.1428571,,,3273.75,0%
MOCTEZUMA 2A SECCION III,15900,2726.04,19.43307351,-99.10215923,Venustiano Carranza,CDMX,57,0,588.3157895,,,2726.04,0%
LORETO PEA POBRE (U HAB),16330,2300.67,19.24734579,-99.11386908,Xochimilco,CDMX,1,0,224,,,2300.67,0%
